payment_id,customer_id,payment_date,amount,payment_method,payment_status,currency,revenue_month
35653,17097,27-01-2025,199,Credit Card,Completed,EUR,2025-01
35654,12010,12-05-2024,99,Credit Card,Completed,INR,2024-05
35655,2091,04-05-2024,35,PayPal,Failed,EUR,2024-05
35656,25180,13-01-2025,99,UPI,Completed,USD,2025-01
35657,47784,24-09-2024,35,Bank Transfer,Completed,INR,2024-09
35658,7317,11-12-2023,99,PayPal,Pending,INR,2023-12
35659,10125,18-07-2024,35,Credit Card,Pending,USD,2024-07
35660,40414,23-01-2022,99,Credit Card,Pending,INR,2022-01
35661,3923,28-05-2022,35,PayPal,Pending,USD,2022-05
35662,5904,07-01-2023,199,Bank Transfer,Pending,USD,2023-01
35663,41533,24-01-2025,99,Bank Transfer,Completed,USD,2025-01
35664,10610,14-11-2023,99,PayPal,Pending,USD,2023-11
35665,45401,06-09-2024,199,Credit Card,Pending,USD,2024-09
35666,9546,30-06-2022,15,Credit Card,Completed,EUR,2022-06
35667,44542,19-03-2025,99,PayPal,Pending,USD,2025-03
35668,40167,14-10-2024,99,UPI,Completed,INR,2024-10
35669,46476,20-06-2023,199,Bank Transfer,Failed,USD,2023-06
35670,17377,14-05-2022,35,Credit Card,Failed,EUR,2022-05
35671,10034,25-03-2024,35,Bank Transfer,Pending,USD,2024-03
35672,48531,18-10-2022,15,Bank Transfer,Pending,INR,2022-10
35673,19840,26-08-2024,35,UPI,Failed,INR,2024-08
35674,32641,31-10-2022,15,Bank Transfer,Pending,INR,2022-10
35675,34266,23-01-2023,199,Credit Card,Pending,INR,2023-01
35676,13236,22-05-2023,199,Bank Transfer,Completed,EUR,2023-05
35677,30023,03-02-2024,199,UPI,Completed,USD,2024-02
35678,21190,03-09-2024,15,Bank Transfer,Completed,USD,2024-09
35679,43206,03-02-2022,35,Credit Card,Pending,INR,2022-02
35680,47317,26-05-2024,99,PayPal,Completed,EUR,2024-05
35681,48358,19-02-2024,99,Bank Transfer,Pending,USD,2024-02
35682,41023,03-04-2024,35,Credit Card,Failed,EUR,2024-04
35683,11353,24-05-2023,99,UPI,Completed,INR,2023-05
35684,42360,22-12-2023,15,Bank Transfer,Pending,USD,2023-12
35685,6928,20-06-2024,15,PayPal,Completed,INR,2024-06
35686,32482,02-04-2025,99,Credit Card,Completed,USD,2025-04
35687,22869,04-02-2022,35,Credit Card,Failed,EUR,2022-02
35688,36836,12-07-2022,99,Bank Transfer,Completed,EUR,2022-07
35689,43173,26-11-2022,199,Bank Transfer,Completed,EUR,2022-11
35690,46909,03-05-2024,199,PayPal,Completed,EUR,2024-05
35691,46969,31-05-2024,35,Credit Card,Failed,INR,2024-05
35692,8996,16-02-2025,15,UPI,Pending,INR,2025-02
35693,14527,20-01-2024,99,UPI,Completed,INR,2024-01
35694,5513,19-08-2022,15,PayPal,Failed,INR,2022-08
35695,43025,30-04-2023,99,PayPal,Failed,INR,2023-04
35696,38700,06-07-2022,35,UPI,Pending,INR,2022-07
35697,14883,20-04-2024,199,Credit Card,Failed,INR,2024-04
35698,18433,17-05-2022,199,UPI,Failed,EUR,2022-05
35699,12838,08-02-2022,199,UPI,Failed,INR,2022-02
35700,3096,30-06-2022,35,Bank Transfer,Completed,USD,2022-06
35701,35571,11-05-2023,99,Bank Transfer,Pending,INR,2023-05
35702,99,23-07-2023,15,Bank Transfer,Failed,EUR,2023-07
35703,30269,23-03-2023,199,PayPal,Failed,EUR,2023-03
35704,13640,09-10-2022,15,UPI,Pending,USD,2022-10
35705,25283,03-12-2024,99,PayPal,Completed,EUR,2024-12
35706,10234,01-10-2022,35,PayPal,Failed,INR,2022-10
35707,47806,27-02-2023,15,Bank Transfer,Pending,USD,2023-02
35708,9457,25-03-2025,35,UPI,Pending,USD,2025-03
35709,11132,20-09-2022,199,PayPal,Completed,EUR,2022-09
35710,30438,27-09-2024,35,Bank Transfer,Failed,EUR,2024-09
35711,44540,08-04-2023,15,UPI,Failed,USD,2023-04
35712,20147,21-06-2024,99,PayPal,Pending,EUR,2024-06
35713,21822,01-01-2025,35,UPI,Failed,EUR,2025-01
35714,5867,16-02-2023,199,UPI,Pending,EUR,2023-02
35715,26383,20-07-2024,99,Credit Card,Completed,INR,2024-07
35716,7990,07-03-2022,199,Credit Card,Failed,EUR,2022-03
35717,29739,31-03-2024,35,Bank Transfer,Completed,INR,2024-03
35718,3362,13-02-2022,15,Bank Transfer,Pending,EUR,2022-02
35719,32937,29-02-2024,199,PayPal,Failed,EUR,2024-02
35720,36093,28-09-2023,99,PayPal,Pending,INR,2023-09
35721,47892,31-12-2022,15,PayPal,Pending,EUR,2022-12
35722,23610,03-12-2022,199,UPI,Failed,INR,2022-12
35723,7905,24-07-2022,199,Bank Transfer,Pending,EUR,2022-07
35724,27887,07-09-2022,15,Credit Card,Pending,USD,2022-09
35725,18234,28-06-2024,15,Credit Card,Failed,USD,2024-06
35726,20638,26-04-2023,15,UPI,Pending,INR,2023-04
35727,24926,19-02-2022,35,UPI,Pending,USD,2022-02
35728,20851,30-09-2022,99,PayPal,Failed,INR,2022-09
35729,38106,18-12-2024,199,Credit Card,Completed,USD,2024-12
35730,7459,08-09-2022,99,Credit Card,Failed,USD,2022-09
35731,27141,05-09-2022,199,PayPal,Failed,EUR,2022-09
35732,6355,16-01-2022,199,Bank Transfer,Pending,EUR,2022-01
35733,10451,11-06-2022,15,Bank Transfer,Completed,USD,2022-06
35734,35419,25-04-2024,35,Bank Transfer,Failed,INR,2024-04
35735,48507,11-06-2024,15,Bank Transfer,Completed,USD,2024-06
35736,499,16-12-2024,35,PayPal,Completed,INR,2024-12
35737,34085,29-09-2022,35,Bank Transfer,Completed,USD,2022-09
35738,44560,07-07-2023,199,PayPal,Failed,EUR,2023-07
35739,13676,03-11-2024,35,Bank Transfer,Pending,USD,2024-11
35740,40230,28-04-2023,15,PayPal,Failed,EUR,2023-04
35741,16206,29-10-2024,35,Bank Transfer,Completed,USD,2024-10
35742,3172,24-09-2023,15,UPI,Pending,EUR,2023-09
35743,41491,16-08-2024,99,UPI,Failed,EUR,2024-08
35744,21503,19-03-2023,199,PayPal,Pending,USD,2023-03
35745,24909,28-04-2022,99,Bank Transfer,Failed,INR,2022-04
35746,37470,26-11-2024,99,Credit Card,Completed,INR,2024-11
35747,36875,10-10-2023,15,Credit Card,Completed,INR,2023-10
35748,44157,19-10-2022,199,UPI,Completed,USD,2022-10
35749,22073,14-08-2024,99,PayPal,Failed,EUR,2024-08
35750,39721,03-08-2023,15,UPI,Pending,EUR,2023-08
35751,3145,25-08-2024,35,UPI,Failed,EUR,2024-08
35752,1078,05-01-2025,99,Credit Card,Completed,INR,2025-01
35753,28264,19-11-2024,35,PayPal,Pending,USD,2024-11
35754,13644,16-08-2024,35,UPI,Pending,INR,2024-08
35755,27628,06-04-2023,35,PayPal,Failed,USD,2023-04
35756,30067,28-09-2023,35,Credit Card,Failed,INR,2023-09
35757,8732,13-02-2023,199,UPI,Pending,INR,2023-02
35758,7007,01-05-2024,15,Bank Transfer,Completed,EUR,2024-05
35759,14579,10-06-2022,99,Bank Transfer,Completed,INR,2022-06
35760,13058,28-05-2023,199,Bank Transfer,Completed,INR,2023-05
35761,2966,27-03-2023,15,Bank Transfer,Completed,USD,2023-03
35762,28634,15-11-2023,99,PayPal,Pending,INR,2023-11
35763,9715,20-10-2022,99,Credit Card,Failed,USD,2022-10
35764,37358,25-02-2025,35,Bank Transfer,Failed,EUR,2025-02
35765,40484,26-08-2022,15,PayPal,Failed,INR,2022-08
35766,3785,25-04-2023,199,Bank Transfer,Completed,INR,2023-04
35767,41499,01-05-2024,35,Credit Card,Pending,INR,2024-05
35768,44333,18-03-2022,15,Credit Card,Failed,EUR,2022-03
35769,9954,20-12-2023,199,UPI,Pending,EUR,2023-12
35770,28458,15-03-2025,15,UPI,Failed,INR,2025-03
35771,37833,07-03-2024,35,PayPal,Failed,EUR,2024-03
35772,588,23-03-2024,35,UPI,Completed,INR,2024-03
35773,4123,27-04-2024,15,UPI,Failed,USD,2024-04
35774,35924,01-09-2024,99,Bank Transfer,Completed,USD,2024-09
35775,29897,07-03-2025,99,Bank Transfer,Completed,USD,2025-03
35776,10789,08-12-2024,199,Bank Transfer,Pending,USD,2024-12
35777,46427,13-03-2023,15,Credit Card,Completed,INR,2023-03
35778,16331,08-09-2022,15,Credit Card,Failed,USD,2022-09
35779,45790,16-04-2022,15,Bank Transfer,Completed,INR,2022-04
35780,14289,15-09-2022,15,UPI,Failed,USD,2022-09
35781,29272,28-05-2023,199,Credit Card,Failed,INR,2023-05
35782,13098,17-08-2023,35,PayPal,Pending,INR,2023-08
35783,35041,08-01-2024,99,Bank Transfer,Completed,INR,2024-01
35784,42759,26-02-2024,35,UPI,Pending,USD,2024-02
35785,34210,07-02-2024,15,UPI,Failed,INR,2024-02
35786,15069,28-12-2024,199,Bank Transfer,Failed,EUR,2024-12
35787,22704,31-05-2024,15,UPI,Failed,USD,2024-05
35788,8336,11-04-2022,99,Bank Transfer,Pending,INR,2022-04
35789,49820,06-07-2022,199,UPI,Pending,USD,2022-07
35790,25298,17-06-2024,15,UPI,Completed,USD,2024-06
35791,44713,13-03-2023,35,Bank Transfer,Completed,EUR,2023-03
35792,17707,24-03-2025,35,Credit Card,Failed,INR,2025-03
35793,18483,02-06-2022,15,Credit Card,Completed,INR,2022-06
35794,37713,11-02-2022,99,UPI,Pending,EUR,2022-02
35795,34787,19-10-2023,199,Credit Card,Failed,USD,2023-10
35796,45675,18-01-2025,199,Credit Card,Pending,USD,2025-01
35797,3245,23-02-2025,15,UPI,Completed,USD,2025-02
35798,28102,16-04-2023,199,UPI,Failed,EUR,2023-04
35799,5074,10-02-2025,199,PayPal,Pending,EUR,2025-02
35800,37914,14-05-2024,99,PayPal,Completed,INR,2024-05
35801,42494,29-09-2024,99,UPI,Completed,EUR,2024-09
35802,35475,05-10-2023,99,Credit Card,Completed,EUR,2023-10
35803,17914,30-08-2022,35,UPI,Completed,INR,2022-08
35804,17417,05-04-2025,99,Credit Card,Pending,EUR,2025-04
35805,32798,13-07-2024,15,PayPal,Failed,EUR,2024-07
35806,16365,23-10-2022,99,UPI,Failed,INR,2022-10
35807,41904,20-02-2022,99,Bank Transfer,Failed,INR,2022-02
35808,38394,10-01-2025,35,Credit Card,Completed,USD,2025-01
35809,1064,15-07-2023,35,UPI,Pending,INR,2023-07
35810,4623,18-06-2023,15,Bank Transfer,Failed,USD,2023-06
35811,24349,22-01-2023,35,Credit Card,Failed,INR,2023-01
35812,25575,23-11-2023,99,PayPal,Pending,USD,2023-11
35813,19299,30-03-2023,35,Credit Card,Completed,INR,2023-03
35814,22372,23-11-2022,199,Credit Card,Failed,EUR,2022-11
35815,24425,12-03-2024,199,PayPal,Pending,INR,2024-03
35816,22844,21-02-2023,199,Credit Card,Pending,INR,2023-02
35817,19141,04-01-2024,199,UPI,Pending,USD,2024-01
35818,45014,18-11-2022,35,PayPal,Pending,EUR,2022-11
35819,2667,18-02-2023,99,UPI,Pending,INR,2023-02
35820,11641,27-06-2024,99,Credit Card,Failed,INR,2024-06
35821,7370,18-02-2023,15,UPI,Failed,USD,2023-02
35822,45451,24-02-2022,35,PayPal,Failed,EUR,2022-02
35823,30768,24-03-2025,15,UPI,Pending,USD,2025-03
35824,37418,30-03-2022,99,Bank Transfer,Completed,EUR,2022-03
35825,22014,01-11-2022,35,Bank Transfer,Completed,USD,2022-11
35826,16549,23-11-2024,99,Credit Card,Completed,USD,2024-11
35827,16855,06-08-2023,199,Credit Card,Completed,EUR,2023-08
35828,21917,12-02-2023,99,Bank Transfer,Failed,USD,2023-02
35829,48303,08-11-2024,199,PayPal,Completed,USD,2024-11
35830,36482,03-08-2023,99,UPI,Completed,EUR,2023-08
35831,30433,19-04-2022,99,Credit Card,Failed,INR,2022-04
35832,20594,21-04-2023,99,Bank Transfer,Completed,INR,2023-04
35833,46739,26-02-2024,35,Bank Transfer,Failed,USD,2024-02
35834,18790,14-04-2024,15,Bank Transfer,Completed,EUR,2024-04
35835,33557,08-09-2023,15,Credit Card,Failed,USD,2023-09
35836,29574,09-10-2023,35,PayPal,Failed,EUR,2023-10
35837,49210,10-03-2024,99,UPI,Completed,EUR,2024-03
35838,5369,24-12-2022,199,Credit Card,Failed,INR,2022-12
35839,25766,21-03-2022,99,PayPal,Completed,USD,2022-03
35840,43158,15-07-2024,199,PayPal,Pending,USD,2024-07
35841,7346,28-12-2023,199,PayPal,Failed,INR,2023-12
35842,28071,08-09-2022,99,Bank Transfer,Pending,EUR,2022-09
35843,32269,09-12-2022,35,Credit Card,Pending,INR,2022-12
35844,34787,19-10-2024,199,PayPal,Pending,INR,2024-10
35845,47391,16-04-2023,99,UPI,Pending,INR,2023-04
35846,6535,09-08-2023,15,Credit Card,Failed,INR,2023-08
35847,48553,24-01-2023,199,Bank Transfer,Pending,INR,2023-01
35848,28298,23-04-2023,99,Bank Transfer,Pending,USD,2023-04
35849,11653,21-01-2025,15,UPI,Completed,INR,2025-01
35850,13585,02-07-2024,35,UPI,Completed,INR,2024-07
35851,3215,30-03-2023,199,Credit Card,Failed,USD,2023-03
35852,9397,26-08-2023,35,UPI,Pending,INR,2023-08
35853,27594,03-08-2024,199,Credit Card,Pending,INR,2024-08
35854,35260,20-01-2024,15,PayPal,Pending,INR,2024-01
35855,1467,15-09-2023,15,PayPal,Failed,EUR,2023-09
35856,3782,23-12-2024,199,UPI,Completed,EUR,2024-12
35857,33531,03-02-2024,35,PayPal,Completed,USD,2024-02
35858,44735,17-02-2022,99,PayPal,Completed,INR,2022-02
35859,13679,10-02-2024,15,PayPal,Failed,INR,2024-02
35860,1457,02-01-2022,35,Credit Card,Failed,EUR,2022-01
35861,48148,28-01-2024,99,PayPal,Failed,USD,2024-01
35862,46138,25-02-2025,199,PayPal,Completed,USD,2025-02
35863,34964,09-10-2024,35,UPI,Completed,EUR,2024-10
35864,43968,30-10-2022,35,Credit Card,Failed,EUR,2022-10
35865,23994,08-05-2023,199,UPI,Completed,USD,2023-05
35866,2539,03-09-2024,199,PayPal,Completed,EUR,2024-09
35867,7548,28-06-2022,15,Bank Transfer,Failed,INR,2022-06
35868,1841,20-08-2022,35,Credit Card,Pending,EUR,2022-08
35869,21324,26-10-2022,35,Credit Card,Pending,INR,2022-10
35870,40776,13-08-2022,35,UPI,Failed,INR,2022-08
35871,14621,07-01-2024,199,Bank Transfer,Pending,EUR,2024-01
35872,13402,01-05-2023,99,Bank Transfer,Completed,INR,2023-05
35873,33684,30-10-2022,15,UPI,Pending,INR,2022-10
35874,26315,03-03-2023,35,Bank Transfer,Completed,INR,2023-03
35875,19797,18-10-2024,99,Bank Transfer,Pending,EUR,2024-10
35876,10926,15-06-2024,199,Credit Card,Failed,EUR,2024-06
35877,26671,13-12-2022,99,PayPal,Failed,USD,2022-12
35878,1116,14-11-2023,99,UPI,Completed,INR,2023-11
35879,27581,12-06-2023,35,Credit Card,Completed,USD,2023-06
35880,48022,18-03-2022,99,PayPal,Completed,USD,2022-03
35881,24063,14-11-2023,15,UPI,Pending,EUR,2023-11
35882,16429,17-05-2022,99,Credit Card,Pending,USD,2022-05
35883,23103,27-08-2024,35,PayPal,Pending,INR,2024-08
35884,17434,30-06-2023,15,Credit Card,Pending,INR,2023-06
35885,3292,18-12-2023,99,UPI,Completed,INR,2023-12
35886,26184,14-03-2025,199,PayPal,Pending,INR,2025-03
35887,29437,29-09-2022,99,Bank Transfer,Pending,USD,2022-09
35888,16806,15-08-2023,35,Bank Transfer,Failed,USD,2023-08
35889,39294,06-02-2023,99,Bank Transfer,Pending,EUR,2023-02
35890,388,20-05-2022,199,Credit Card,Failed,USD,2022-05
35891,35735,22-03-2023,35,Bank Transfer,Failed,INR,2023-03
35892,16237,24-12-2023,15,Credit Card,Failed,INR,2023-12
35893,35827,20-02-2023,99,PayPal,Pending,USD,2023-02
35894,33672,17-10-2022,35,Credit Card,Pending,INR,2022-10
35895,28789,08-02-2024,15,Credit Card,Failed,USD,2024-02
35896,37360,10-12-2023,199,Bank Transfer,Pending,USD,2023-12
35897,21940,15-06-2024,99,Bank Transfer,Completed,EUR,2024-06
35898,11139,12-04-2024,99,Credit Card,Completed,INR,2024-04
35899,37298,15-02-2024,99,Credit Card,Completed,USD,2024-02
35900,21833,23-10-2024,35,UPI,Failed,USD,2024-10
35901,47378,20-10-2023,35,Credit Card,Completed,INR,2023-10
35902,20773,07-03-2022,99,UPI,Pending,INR,2022-03
35903,1995,22-09-2022,199,Credit Card,Failed,INR,2022-09
35904,6682,12-02-2024,15,PayPal,Failed,EUR,2024-02
35905,36820,25-09-2023,199,UPI,Completed,USD,2023-09
35906,29614,30-04-2024,199,Credit Card,Completed,USD,2024-04
35907,46389,26-03-2024,199,Bank Transfer,Failed,EUR,2024-03
35908,36320,21-03-2022,99,PayPal,Pending,INR,2022-03
35909,47020,20-10-2023,15,Credit Card,Completed,EUR,2023-10
35910,7909,20-10-2022,35,UPI,Failed,USD,2022-10
35911,47916,27-09-2023,15,PayPal,Failed,INR,2023-09
35912,43338,22-06-2022,35,Credit Card,Pending,EUR,2022-06
35913,12166,14-12-2022,35,Bank Transfer,Pending,EUR,2022-12
35914,5288,21-04-2024,99,Bank Transfer,Pending,USD,2024-04
35915,30617,19-03-2025,15,UPI,Completed,USD,2025-03
35916,44244,14-02-2025,99,PayPal,Failed,USD,2025-02
35917,13141,13-08-2022,15,Bank Transfer,Completed,EUR,2022-08
35918,2626,23-01-2025,35,PayPal,Pending,INR,2025-01
35919,1833,09-04-2022,199,UPI,Completed,USD,2022-04
35920,1761,09-02-2023,15,Bank Transfer,Failed,USD,2023-02
35921,6322,16-12-2024,35,UPI,Failed,USD,2024-12
35922,14563,22-08-2024,15,UPI,Pending,EUR,2024-08
35923,25963,02-10-2024,199,UPI,Failed,INR,2024-10
35924,3011,23-05-2023,35,PayPal,Failed,USD,2023-05
35925,46660,15-09-2024,99,Bank Transfer,Pending,INR,2024-09
35926,38237,17-07-2022,35,Bank Transfer,Pending,USD,2022-07
35927,43125,27-10-2024,35,Credit Card,Completed,EUR,2024-10
35928,33784,12-03-2025,99,Credit Card,Completed,INR,2025-03
35929,43854,05-07-2024,99,UPI,Completed,USD,2024-07
35930,34889,21-09-2023,199,PayPal,Completed,INR,2023-09
35931,34946,18-04-2024,15,UPI,Pending,INR,2024-04
35932,40992,30-03-2025,35,Bank Transfer,Pending,EUR,2025-03
35933,36260,09-06-2023,15,Credit Card,Failed,USD,2023-06
35934,4992,26-08-2024,15,UPI,Failed,USD,2024-08
35935,37520,26-01-2023,99,PayPal,Completed,INR,2023-01
35936,8399,14-02-2024,35,UPI,Pending,INR,2024-02
35937,36626,15-08-2024,15,Credit Card,Failed,EUR,2024-08
35938,45562,22-02-2024,99,UPI,Pending,EUR,2024-02
35939,22108,01-09-2024,35,Credit Card,Failed,EUR,2024-09
35940,48648,14-03-2023,35,PayPal,Failed,USD,2023-03
35941,30189,02-07-2023,199,PayPal,Completed,EUR,2023-07
35942,1856,05-11-2022,35,Bank Transfer,Completed,INR,2022-11
35943,21814,03-11-2023,199,Credit Card,Completed,EUR,2023-11
35944,44021,13-01-2025,35,Credit Card,Completed,INR,2025-01
35945,7352,07-04-2022,35,Bank Transfer,Failed,INR,2022-04
35946,31161,27-10-2023,199,Credit Card,Completed,INR,2023-10
35947,27979,13-03-2025,99,Bank Transfer,Failed,EUR,2025-03
35948,40377,04-12-2023,99,UPI,Pending,USD,2023-12
35949,46124,03-06-2023,199,Bank Transfer,Pending,INR,2023-06
35950,45080,22-02-2023,35,Credit Card,Pending,EUR,2023-02
35951,24013,22-01-2025,99,UPI,Completed,EUR,2025-01
35952,40237,21-07-2023,15,Bank Transfer,Failed,EUR,2023-07
35953,45518,04-11-2023,99,Bank Transfer,Failed,EUR,2023-11
35954,32265,26-07-2024,99,UPI,Failed,EUR,2024-07
35955,5531,16-02-2023,99,UPI,Failed,INR,2023-02
35956,10976,24-05-2024,199,UPI,Failed,USD,2024-05
35957,22237,23-10-2022,35,PayPal,Pending,USD,2022-10
35958,2856,28-08-2023,15,Bank Transfer,Failed,USD,2023-08
35959,16056,08-06-2023,35,Bank Transfer,Completed,EUR,2023-06
35960,47255,23-09-2023,15,Bank Transfer,Pending,INR,2023-09
35961,24523,11-03-2025,199,UPI,Pending,USD,2025-03
35962,32760,03-01-2022,35,UPI,Failed,EUR,2022-01
35963,44179,19-01-2022,99,UPI,Pending,USD,2022-01
35964,20746,24-04-2023,35,PayPal,Completed,INR,2023-04
35965,30273,25-02-2024,35,PayPal,Pending,INR,2024-02
35966,19649,01-04-2023,15,Credit Card,Completed,INR,2023-04
35967,46485,07-05-2024,99,Bank Transfer,Completed,EUR,2024-05
35968,3956,01-08-2024,199,PayPal,Pending,USD,2024-08
35969,5308,29-03-2023,15,Credit Card,Completed,USD,2023-03
35970,14877,20-11-2023,99,UPI,Pending,EUR,2023-11
35971,28814,18-08-2023,99,Credit Card,Completed,USD,2023-08
35972,18058,09-06-2024,99,PayPal,Pending,USD,2024-06
35973,43638,18-08-2023,199,UPI,Completed,INR,2023-08
35974,44945,07-03-2024,35,PayPal,Failed,INR,2024-03
35975,29339,18-11-2023,35,PayPal,Completed,INR,2023-11
35976,45415,08-06-2024,35,UPI,Completed,EUR,2024-06
35977,12228,30-11-2022,35,Credit Card,Failed,USD,2022-11
35978,12792,13-02-2024,99,Bank Transfer,Completed,EUR,2024-02
35979,22104,09-03-2024,15,Credit Card,Pending,INR,2024-03
35980,20785,21-11-2023,199,UPI,Pending,USD,2023-11
35981,22777,17-12-2024,15,Bank Transfer,Pending,EUR,2024-12
35982,26449,19-09-2024,15,PayPal,Failed,EUR,2024-09
35983,3601,11-03-2023,35,Bank Transfer,Failed,INR,2023-03
35984,26966,15-11-2022,15,Credit Card,Completed,EUR,2022-11
35985,1164,23-04-2022,35,Credit Card,Pending,USD,2022-04
35986,49068,26-05-2023,35,Credit Card,Failed,USD,2023-05
35987,42499,22-11-2023,15,Credit Card,Pending,EUR,2023-11
35988,18222,24-02-2024,35,Credit Card,Failed,USD,2024-02
35989,914,29-10-2024,199,Credit Card,Completed,USD,2024-10
35990,28671,02-08-2023,99,Credit Card,Completed,USD,2023-08
35991,19250,17-10-2022,35,Bank Transfer,Pending,USD,2022-10
35992,46327,25-03-2022,15,Bank Transfer,Failed,INR,2022-03
35993,48491,15-07-2023,99,Credit Card,Failed,USD,2023-07
35994,23445,24-08-2022,15,PayPal,Failed,INR,2022-08
35995,26695,01-03-2022,15,Bank Transfer,Completed,USD,2022-03
35996,48357,13-04-2024,35,UPI,Failed,USD,2024-04
35997,24455,07-03-2022,35,PayPal,Completed,EUR,2022-03
35998,42457,15-10-2022,15,Bank Transfer,Pending,USD,2022-10
35999,14357,11-01-2024,35,Credit Card,Completed,USD,2024-01
36000,14484,23-05-2022,99,Bank Transfer,Completed,INR,2022-05
36001,20903,04-02-2025,15,Bank Transfer,Failed,INR,2025-02
36002,17717,28-05-2023,99,UPI,Completed,USD,2023-05
36003,10901,30-03-2024,15,UPI,Pending,USD,2024-03
36004,8874,30-12-2022,199,Bank Transfer,Completed,USD,2022-12
36005,30062,14-04-2022,199,PayPal,Failed,INR,2022-04
36006,41946,15-06-2024,199,Credit Card,Pending,EUR,2024-06
36007,28392,23-09-2023,199,UPI,Failed,EUR,2023-09
36008,39524,31-12-2024,99,PayPal,Failed,EUR,2024-12
36009,35637,14-12-2024,35,UPI,Pending,USD,2024-12
36010,24803,12-09-2022,35,PayPal,Failed,EUR,2022-09
36011,38972,17-02-2022,35,Credit Card,Completed,INR,2022-02
36012,46655,02-06-2023,15,PayPal,Completed,INR,2023-06
36013,25701,11-04-2025,99,Credit Card,Failed,INR,2025-04
36014,5973,19-02-2024,15,UPI,Pending,EUR,2024-02
36015,35768,25-08-2024,35,Credit Card,Completed,USD,2024-08
36016,19419,14-09-2024,15,Bank Transfer,Failed,EUR,2024-09
36017,25494,31-07-2022,35,PayPal,Failed,EUR,2022-07
36018,41370,21-07-2022,15,Bank Transfer,Completed,INR,2022-07
36019,46329,16-04-2023,15,UPI,Pending,INR,2023-04
36020,31145,21-03-2023,99,Bank Transfer,Completed,USD,2023-03
36021,22457,10-05-2022,15,UPI,Pending,EUR,2022-05
36022,9469,14-01-2024,15,PayPal,Failed,USD,2024-01
36023,16075,24-12-2024,35,PayPal,Completed,USD,2024-12
36024,9130,08-12-2022,15,UPI,Completed,USD,2022-12
36025,24529,18-04-2024,15,Bank Transfer,Failed,INR,2024-04
36026,24150,04-06-2022,35,PayPal,Failed,INR,2022-06
36027,7676,09-07-2024,35,Bank Transfer,Failed,INR,2024-07
36028,35874,17-10-2024,35,PayPal,Completed,EUR,2024-10
36029,1944,02-04-2023,199,PayPal,Failed,INR,2023-04
36030,44662,02-08-2023,15,Credit Card,Pending,INR,2023-08
36031,31211,03-07-2024,199,PayPal,Failed,INR,2024-07
36032,926,06-11-2024,15,Bank Transfer,Completed,EUR,2024-11
36033,29888,09-07-2023,199,Bank Transfer,Pending,INR,2023-07
36034,29909,27-10-2023,15,Credit Card,Pending,USD,2023-10
36035,6292,17-01-2023,15,Bank Transfer,Pending,INR,2023-01
36036,480,28-02-2025,15,PayPal,Failed,USD,2025-02
36037,11792,20-09-2024,35,Bank Transfer,Completed,EUR,2024-09
36038,4453,25-07-2023,35,Bank Transfer,Completed,USD,2023-07
36039,19446,14-02-2025,15,UPI,Completed,USD,2025-02
36040,15987,10-01-2023,15,Bank Transfer,Completed,USD,2023-01
36041,24225,20-09-2024,15,Credit Card,Failed,EUR,2024-09
36042,16981,06-02-2023,15,Bank Transfer,Pending,EUR,2023-02
36043,37224,08-03-2025,199,UPI,Pending,EUR,2025-03
36044,34068,19-10-2024,99,UPI,Failed,INR,2024-10
36045,319,03-02-2023,199,Bank Transfer,Failed,USD,2023-02
36046,28089,31-03-2023,199,PayPal,Pending,USD,2023-03
36047,24442,14-09-2023,35,PayPal,Failed,EUR,2023-09
36048,2836,08-03-2025,15,Bank Transfer,Pending,INR,2025-03
36049,2227,16-09-2024,99,Bank Transfer,Pending,INR,2024-09
36050,32940,08-06-2022,199,PayPal,Pending,EUR,2022-06
36051,11240,09-10-2024,35,Bank Transfer,Completed,INR,2024-10
36052,2025,06-08-2023,35,Credit Card,Pending,EUR,2023-08
36053,10652,03-12-2022,15,UPI,Failed,INR,2022-12
36054,17876,10-05-2023,35,UPI,Pending,INR,2023-05
36055,46275,06-01-2024,15,PayPal,Completed,EUR,2024-01
36056,13400,21-06-2024,35,Bank Transfer,Completed,EUR,2024-06
36057,34887,17-09-2024,15,Credit Card,Pending,INR,2024-09
36058,38989,04-10-2024,199,PayPal,Completed,USD,2024-10
36059,43293,03-09-2022,99,PayPal,Pending,USD,2022-09
36060,38052,16-08-2024,199,Bank Transfer,Pending,EUR,2024-08
36061,12849,02-11-2024,15,PayPal,Failed,USD,2024-11
36062,26643,19-09-2022,35,Credit Card,Pending,EUR,2022-09
36063,35666,23-09-2024,15,Bank Transfer,Completed,EUR,2024-09
36064,30000,08-08-2024,35,Credit Card,Failed,INR,2024-08
36065,32188,09-02-2023,15,Credit Card,Pending,USD,2023-02
36066,2178,13-03-2023,199,UPI,Failed,USD,2023-03
36067,45939,18-02-2022,99,PayPal,Pending,EUR,2022-02
36068,35782,20-04-2022,199,Credit Card,Completed,USD,2022-04
36069,42889,21-03-2023,99,Credit Card,Completed,INR,2023-03
36070,27710,03-06-2022,99,Bank Transfer,Failed,INR,2022-06
36071,41749,23-07-2024,35,Credit Card,Failed,INR,2024-07
36072,17355,21-05-2024,15,Credit Card,Completed,EUR,2024-05
36073,3607,16-07-2023,99,Credit Card,Completed,INR,2023-07
