subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew,revenue_segment
1772,1772,Pro,Monthly,01-05-2023,19-01-2025,35,Active,FALSE,Medium Revenue
1773,1773,Starter,Monthly,03-09-2024,21-07-2025,15,Active,TRUE,Low Revenue
1774,1774,Pro,Monthly,28-01-2023,22-08-2023,35,Paused,FALSE,Medium Revenue
1775,1775,Enterprise,Yearly,04-12-2024,18-02-2026,99,Paused,FALSE,High Revenue
1776,1776,Free,Yearly,06-01-2024,06-10-2025,0,Cancelled,FALSE,Free
1777,1777,Enterprise,Yearly,28-03-2022,29-11-2022,99,Active,FALSE,High Revenue
1778,1778,Starter,Monthly,04-12-2023,02-09-2024,15,Paused,TRUE,Low Revenue
1779,1779,Free,Yearly,01-07-2023,04-02-2025,0,Cancelled,TRUE,Free
1780,1780,Enterprise,Monthly,11-12-2022,03-06-2024,99,Active,FALSE,High Revenue
1781,1781,Pro,Monthly,20-03-2022,29-07-2022,35,Active,TRUE,Medium Revenue
1782,1782,Free,Monthly,07-01-2025,27-05-2026,0,Paused,TRUE,Free
1783,1783,Starter,Monthly,15-10-2022,16-12-2023,15,Paused,FALSE,Low Revenue
1784,1784,Pro,Yearly,11-03-2024,14-09-2025,35,Cancelled,TRUE,Medium Revenue
1785,1785,Starter,Yearly,22-08-2022,21-11-2022,15,Paused,FALSE,Low Revenue
1786,1786,Pro,Monthly,22-12-2023,20-01-2025,35,Paused,FALSE,Medium Revenue
1787,1787,Starter,Monthly,16-05-2022,01-07-2023,15,Cancelled,FALSE,Low Revenue
1788,1788,Pro,Yearly,29-07-2022,23-03-2023,35,Active,TRUE,Medium Revenue
1789,1789,Free,Monthly,22-06-2022,02-04-2023,0,Cancelled,TRUE,Free
1790,1790,Starter,Yearly,08-02-2023,16-04-2023,15,Paused,TRUE,Low Revenue
1791,1791,Starter,Monthly,03-02-2025,12-10-2025,15,Active,TRUE,Low Revenue
1792,1792,Starter,Monthly,10-03-2024,06-06-2024,15,Paused,TRUE,Low Revenue
1793,1793,Enterprise,Monthly,01-01-2022,13-07-2023,99,Cancelled,FALSE,High Revenue
1794,1794,Pro,Monthly,26-02-2022,07-06-2022,35,Active,FALSE,Medium Revenue
1795,1795,Starter,Monthly,15-03-2024,18-03-2025,15,Active,FALSE,Low Revenue
1796,1796,Pro,Monthly,20-10-2023,20-08-2025,35,Active,TRUE,Medium Revenue
1797,1797,Pro,Monthly,11-01-2022,30-12-2023,35,Paused,TRUE,Medium Revenue
1798,1798,Pro,Monthly,22-07-2024,16-10-2025,35,Active,TRUE,Medium Revenue
1799,1799,Starter,Yearly,02-09-2024,22-06-2026,15,Cancelled,TRUE,Low Revenue
1800,1800,Starter,Monthly,23-10-2022,12-08-2024,15,Cancelled,TRUE,Low Revenue
1801,1801,Starter,Yearly,24-11-2023,17-06-2025,15,Cancelled,FALSE,Low Revenue
1802,1802,Free,Monthly,12-10-2024,29-05-2026,0,Active,FALSE,Free
1803,1803,Starter,Monthly,16-02-2024,21-07-2025,15,Active,FALSE,Low Revenue
1804,1804,Enterprise,Monthly,19-05-2024,25-06-2025,99,Cancelled,TRUE,High Revenue
1805,1805,Starter,Yearly,26-10-2024,19-07-2025,15,Cancelled,TRUE,Low Revenue
1806,1806,Enterprise,Yearly,10-12-2023,07-02-2025,99,Cancelled,FALSE,High Revenue
1807,1807,Free,Monthly,23-10-2024,14-01-2025,0,Paused,TRUE,Free
1808,1808,Pro,Monthly,02-01-2024,19-02-2024,35,Active,TRUE,Medium Revenue
1809,1809,Free,Monthly,04-04-2023,28-09-2024,0,Active,TRUE,Free
1810,1810,Free,Yearly,24-03-2025,06-12-2026,0,Cancelled,TRUE,Free
1811,1811,Starter,Yearly,30-01-2022,11-07-2023,15,Cancelled,TRUE,Low Revenue
1812,1812,Free,Yearly,29-06-2022,15-08-2023,0,Paused,TRUE,Free
1813,1813,Pro,Monthly,16-01-2022,07-04-2022,35,Active,FALSE,Medium Revenue
1814,1814,Pro,Yearly,30-04-2024,11-09-2024,35,Paused,TRUE,Medium Revenue
1815,1815,Pro,Monthly,18-12-2022,23-07-2024,35,Cancelled,FALSE,Medium Revenue
1816,1816,Free,Monthly,22-07-2024,08-11-2024,0,Cancelled,FALSE,Free
1817,1817,Enterprise,Yearly,12-09-2023,02-03-2025,99,Paused,TRUE,High Revenue
1818,1818,Free,Monthly,28-06-2022,20-12-2023,0,Paused,FALSE,Free
1819,1819,Pro,Monthly,19-12-2022,25-01-2024,35,Active,TRUE,Medium Revenue
1820,1820,Starter,Monthly,25-09-2024,27-12-2025,15,Paused,FALSE,Low Revenue
1821,1821,Starter,Monthly,07-12-2022,14-09-2024,15,Paused,TRUE,Low Revenue
1822,1822,Pro,Yearly,11-10-2023,17-07-2024,35,Active,TRUE,Medium Revenue
1823,1823,Enterprise,Yearly,21-02-2022,07-03-2023,99,Cancelled,FALSE,High Revenue
1824,1824,Starter,Monthly,29-11-2024,17-08-2026,15,Cancelled,TRUE,Low Revenue
1825,1825,Free,Yearly,18-07-2024,07-04-2026,0,Paused,FALSE,Free
1826,1826,Free,Monthly,31-08-2022,17-04-2023,0,Paused,TRUE,Free
1827,1827,Enterprise,Monthly,29-04-2022,12-08-2022,99,Active,TRUE,High Revenue
1828,1828,Pro,Yearly,07-03-2024,27-12-2025,35,Paused,TRUE,Medium Revenue
1829,1829,Free,Monthly,17-07-2024,24-07-2025,0,Active,FALSE,Free
1830,1830,Starter,Monthly,30-01-2025,31-01-2026,15,Active,TRUE,Low Revenue
1831,1831,Free,Yearly,21-06-2023,14-08-2023,0,Cancelled,FALSE,Free
1832,1832,Pro,Monthly,03-11-2024,28-01-2026,35,Cancelled,TRUE,Medium Revenue
1833,1833,Pro,Yearly,21-12-2023,30-11-2025,35,Paused,TRUE,Medium Revenue
1834,1834,Pro,Yearly,16-12-2024,29-10-2026,35,Active,FALSE,Medium Revenue
1835,1835,Starter,Yearly,19-03-2025,01-07-2025,15,Cancelled,TRUE,Low Revenue
1836,1836,Free,Monthly,20-10-2024,06-09-2025,0,Paused,FALSE,Free
1837,1837,Pro,Monthly,26-12-2023,07-11-2024,35,Active,FALSE,Medium Revenue
1838,1838,Free,Yearly,08-11-2024,01-05-2026,0,Paused,TRUE,Free
1839,1839,Free,Monthly,07-02-2023,21-11-2023,0,Cancelled,TRUE,Free
1840,1840,Enterprise,Monthly,22-03-2025,22-01-2027,99,Active,FALSE,High Revenue
1841,1841,Enterprise,Monthly,28-03-2025,27-07-2026,99,Active,FALSE,High Revenue
1842,1842,Free,Monthly,27-04-2022,16-07-2022,0,Cancelled,TRUE,Free
1843,1843,Pro,Monthly,15-11-2023,24-03-2025,35,Active,FALSE,Medium Revenue
1844,1844,Pro,Monthly,19-07-2024,18-03-2026,35,Active,FALSE,Medium Revenue
1845,1845,Pro,Yearly,30-03-2023,10-12-2024,35,Paused,FALSE,Medium Revenue
1846,1846,Starter,Monthly,30-05-2022,21-07-2023,15,Paused,FALSE,Low Revenue
1847,1847,Starter,Yearly,17-09-2022,12-09-2023,15,Active,TRUE,Low Revenue
1848,1848,Enterprise,Yearly,18-12-2022,25-07-2023,99,Active,TRUE,High Revenue
1849,1849,Free,Yearly,14-06-2022,07-10-2022,0,Active,FALSE,Free
1850,1850,Free,Monthly,29-12-2023,12-07-2024,0,Active,TRUE,Free
1851,1851,Enterprise,Yearly,23-01-2022,20-04-2023,99,Cancelled,TRUE,High Revenue
1852,1852,Pro,Monthly,14-09-2022,17-06-2023,35,Cancelled,FALSE,Medium Revenue
1853,1853,Starter,Yearly,17-05-2023,08-05-2024,15,Active,TRUE,Low Revenue
1854,1854,Starter,Yearly,14-10-2022,10-04-2024,15,Paused,TRUE,Low Revenue
1855,1855,Pro,Yearly,05-04-2022,29-06-2022,35,Active,FALSE,Medium Revenue
1856,1856,Pro,Yearly,27-10-2022,09-04-2024,35,Active,FALSE,Medium Revenue
1857,1857,Pro,Monthly,21-04-2022,25-08-2022,35,Paused,FALSE,Medium Revenue
1858,1858,Starter,Yearly,28-04-2022,10-08-2022,15,Active,FALSE,Low Revenue
1859,1859,Free,Monthly,20-07-2023,11-07-2025,0,Active,TRUE,Free
1860,1860,Pro,Monthly,01-09-2023,03-10-2024,35,Active,TRUE,Medium Revenue
1861,1861,Starter,Yearly,18-04-2023,03-12-2023,15,Paused,TRUE,Low Revenue
1862,1862,Starter,Monthly,29-08-2024,23-05-2026,15,Cancelled,FALSE,Low Revenue
1863,1863,Pro,Yearly,12-02-2023,26-04-2024,35,Active,TRUE,Medium Revenue
1864,1864,Starter,Yearly,08-06-2024,18-08-2025,15,Paused,FALSE,Low Revenue
1865,1865,Starter,Yearly,16-07-2024,07-01-2026,15,Paused,TRUE,Low Revenue
1866,1866,Pro,Yearly,05-01-2022,04-01-2024,35,Cancelled,TRUE,Medium Revenue
1867,1867,Pro,Monthly,03-01-2025,04-07-2025,35,Active,TRUE,Medium Revenue
1868,1868,Pro,Monthly,02-08-2023,12-08-2024,35,Paused,FALSE,Medium Revenue
1869,1869,Pro,Yearly,31-12-2024,18-09-2025,35,Active,TRUE,Medium Revenue
1870,1870,Enterprise,Monthly,10-12-2024,13-05-2026,99,Active,TRUE,High Revenue
1871,1871,Starter,Monthly,18-12-2022,29-01-2023,15,Active,FALSE,Low Revenue
1872,1872,Pro,Monthly,25-02-2024,03-01-2026,35,Cancelled,FALSE,Medium Revenue
1873,1873,Starter,Monthly,14-01-2025,05-06-2026,15,Paused,FALSE,Low Revenue
1874,1874,Starter,Monthly,10-12-2022,14-03-2023,15,Cancelled,TRUE,Low Revenue
1875,1875,Free,Monthly,25-12-2023,20-07-2024,0,Cancelled,FALSE,Free
1876,1876,Free,Monthly,23-06-2024,04-01-2026,0,Active,FALSE,Free
1877,1877,Starter,Monthly,26-05-2022,10-01-2023,15,Cancelled,TRUE,Low Revenue
1878,1878,Pro,Monthly,22-04-2022,22-05-2023,35,Cancelled,FALSE,Medium Revenue
1879,1879,Pro,Yearly,31-01-2022,26-10-2023,35,Active,TRUE,Medium Revenue
1880,1880,Starter,Monthly,05-06-2023,31-12-2023,15,Active,FALSE,Low Revenue
1881,1881,Starter,Yearly,10-04-2023,28-06-2023,15,Active,TRUE,Low Revenue
1882,1882,Starter,Monthly,11-10-2022,11-02-2023,15,Cancelled,TRUE,Low Revenue
1883,1883,Starter,Monthly,08-11-2022,13-07-2023,15,Active,TRUE,Low Revenue
1884,1884,Pro,Monthly,11-07-2024,02-12-2024,35,Paused,TRUE,Medium Revenue
1885,1885,Free,Yearly,09-05-2024,22-03-2026,0,Paused,TRUE,Free
1886,1886,Free,Monthly,08-12-2022,18-05-2024,0,Paused,FALSE,Free
1887,1887,Starter,Monthly,01-11-2024,14-06-2026,15,Paused,TRUE,Low Revenue
1888,1888,Pro,Monthly,30-12-2022,26-10-2023,35,Cancelled,TRUE,Medium Revenue
1889,1889,Free,Monthly,07-09-2023,11-12-2023,0,Active,FALSE,Free
1890,1890,Starter,Monthly,02-08-2024,22-12-2024,15,Cancelled,FALSE,Low Revenue
1891,1891,Free,Monthly,23-02-2025,18-04-2026,0,Active,FALSE,Free
1892,1892,Enterprise,Yearly,21-05-2024,25-08-2024,99,Cancelled,FALSE,High Revenue
1893,1893,Starter,Monthly,18-06-2022,05-10-2023,15,Active,TRUE,Low Revenue
1894,1894,Free,Yearly,21-05-2024,03-02-2025,0,Active,FALSE,Free
1895,1895,Enterprise,Monthly,03-12-2022,07-01-2023,99,Cancelled,TRUE,High Revenue
1896,1896,Free,Monthly,07-01-2023,29-05-2023,0,Cancelled,FALSE,Free
1897,1897,Free,Yearly,10-01-2022,25-12-2022,0,Paused,FALSE,Free
1898,1898,Pro,Yearly,18-02-2024,30-12-2025,35,Active,FALSE,Medium Revenue
1899,1899,Pro,Monthly,18-02-2022,20-09-2023,35,Paused,FALSE,Medium Revenue
1900,1900,Starter,Monthly,13-08-2023,11-07-2025,15,Cancelled,TRUE,Low Revenue
1901,1901,Pro,Monthly,23-09-2022,26-04-2023,35,Cancelled,TRUE,Medium Revenue
1902,1902,Starter,Monthly,12-05-2024,04-07-2025,15,Paused,FALSE,Low Revenue
1903,1903,Free,Monthly,19-08-2024,20-10-2024,0,Cancelled,FALSE,Free
1904,1904,Starter,Monthly,11-04-2025,14-04-2026,15,Cancelled,TRUE,Low Revenue
1905,1905,Free,Yearly,23-04-2023,07-04-2024,0,Cancelled,TRUE,Free
1906,1906,Free,Yearly,01-06-2022,20-07-2022,0,Cancelled,TRUE,Free
1907,1907,Starter,Yearly,22-09-2023,19-11-2023,15,Paused,TRUE,Low Revenue
1908,1908,Free,Monthly,10-02-2025,25-01-2027,0,Paused,TRUE,Free
1909,1909,Free,Monthly,17-04-2022,24-08-2022,0,Cancelled,FALSE,Free
1910,1910,Free,Yearly,02-10-2022,01-12-2022,0,Paused,TRUE,Free
1911,1911,Pro,Monthly,13-11-2024,11-08-2026,35,Active,FALSE,Medium Revenue
1912,1912,Starter,Yearly,11-08-2024,22-02-2025,15,Paused,TRUE,Low Revenue
1913,1913,Starter,Monthly,17-11-2024,13-05-2026,15,Cancelled,FALSE,Low Revenue
1914,1914,Free,Yearly,27-09-2023,22-01-2024,0,Cancelled,FALSE,Free
1915,1915,Starter,Monthly,26-02-2022,07-01-2024,15,Active,TRUE,Low Revenue
1916,1916,Starter,Yearly,24-01-2022,26-04-2023,15,Cancelled,FALSE,Low Revenue
1917,1917,Starter,Monthly,25-09-2022,14-04-2024,15,Active,FALSE,Low Revenue
1918,1918,Starter,Yearly,27-07-2024,05-05-2025,15,Cancelled,TRUE,Low Revenue
1919,1919,Starter,Yearly,05-02-2025,12-03-2025,15,Paused,FALSE,Low Revenue
1920,1920,Free,Monthly,17-09-2024,11-08-2025,0,Active,TRUE,Free
1921,1921,Starter,Monthly,16-03-2024,02-06-2025,15,Paused,TRUE,Low Revenue
1922,1922,Starter,Monthly,12-12-2022,28-04-2024,15,Paused,TRUE,Low Revenue
1923,1923,Pro,Yearly,08-04-2023,28-05-2024,35,Cancelled,FALSE,Medium Revenue
1924,1924,Starter,Monthly,22-07-2024,12-03-2025,15,Cancelled,TRUE,Low Revenue
1925,1925,Starter,Yearly,05-01-2024,20-10-2025,15,Active,TRUE,Low Revenue
1926,1926,Enterprise,Yearly,08-09-2022,21-02-2024,99,Active,FALSE,High Revenue
1927,1927,Starter,Monthly,20-11-2024,21-09-2026,15,Cancelled,FALSE,Low Revenue
1928,1928,Pro,Yearly,19-02-2025,23-11-2025,35,Cancelled,FALSE,Medium Revenue
1929,1929,Free,Yearly,16-03-2025,07-02-2026,0,Cancelled,TRUE,Free
1930,1930,Enterprise,Yearly,08-02-2024,19-07-2024,99,Paused,FALSE,High Revenue
1931,1931,Enterprise,Monthly,13-09-2023,24-06-2024,99,Cancelled,TRUE,High Revenue
1932,1932,Enterprise,Yearly,04-10-2022,25-05-2024,99,Active,TRUE,High Revenue
1933,1933,Pro,Monthly,20-11-2024,22-05-2026,35,Paused,FALSE,Medium Revenue
1934,1934,Pro,Monthly,24-11-2024,26-08-2026,35,Paused,FALSE,Medium Revenue
1935,1935,Starter,Yearly,30-09-2024,06-05-2026,15,Paused,FALSE,Low Revenue
1936,1936,Pro,Monthly,31-03-2025,20-06-2025,35,Cancelled,FALSE,Medium Revenue
1937,1937,Pro,Monthly,14-04-2024,10-09-2024,35,Paused,FALSE,Medium Revenue
1938,1938,Enterprise,Yearly,26-09-2024,29-06-2025,99,Cancelled,TRUE,High Revenue
1939,1939,Starter,Yearly,06-12-2022,06-11-2024,15,Cancelled,FALSE,Low Revenue
1940,1940,Free,Monthly,23-07-2024,06-08-2025,0,Active,FALSE,Free
1941,1941,Free,Yearly,15-10-2023,23-07-2025,0,Paused,FALSE,Free
1942,1942,Starter,Yearly,08-09-2022,13-11-2022,15,Paused,FALSE,Low Revenue
1943,1943,Starter,Monthly,30-12-2022,11-06-2024,15,Active,TRUE,Low Revenue
1944,1944,Enterprise,Monthly,01-11-2022,04-03-2024,99,Active,TRUE,High Revenue
1945,1945,Starter,Yearly,30-08-2022,12-01-2023,15,Paused,TRUE,Low Revenue
1946,1946,Pro,Monthly,01-06-2024,23-12-2024,35,Paused,FALSE,Medium Revenue
1947,1947,Pro,Monthly,03-01-2022,14-07-2022,35,Active,FALSE,Medium Revenue
1948,1948,Starter,Yearly,18-11-2022,13-07-2023,15,Active,FALSE,Low Revenue
1949,1949,Enterprise,Monthly,19-01-2023,09-07-2023,99,Active,TRUE,High Revenue
1950,1950,Starter,Monthly,08-12-2024,08-08-2026,15,Paused,TRUE,Low Revenue
1951,1951,Pro,Yearly,16-06-2022,07-11-2022,35,Paused,FALSE,Medium Revenue
1952,1952,Pro,Monthly,10-01-2022,15-04-2022,35,Paused,FALSE,Medium Revenue
1953,1953,Pro,Monthly,01-07-2022,18-05-2023,35,Cancelled,FALSE,Medium Revenue
1954,1954,Pro,Monthly,21-03-2023,20-09-2024,35,Cancelled,FALSE,Medium Revenue
1955,1955,Free,Monthly,20-04-2022,03-11-2022,0,Paused,FALSE,Free
1956,1956,Starter,Yearly,22-08-2024,12-06-2026,15,Paused,FALSE,Low Revenue
1957,1957,Starter,Monthly,09-04-2023,26-02-2024,15,Paused,FALSE,Low Revenue
1958,1958,Starter,Yearly,05-08-2024,09-04-2026,15,Cancelled,TRUE,Low Revenue
1959,1959,Starter,Yearly,05-06-2024,08-12-2025,15,Cancelled,TRUE,Low Revenue
1960,1960,Starter,Yearly,28-05-2024,15-10-2025,15,Paused,TRUE,Low Revenue
1961,1961,Starter,Yearly,26-12-2022,18-07-2024,15,Active,TRUE,Low Revenue
1962,1962,Starter,Monthly,18-01-2022,29-03-2023,15,Cancelled,FALSE,Low Revenue
1963,1963,Starter,Monthly,22-10-2024,09-09-2025,15,Paused,TRUE,Low Revenue
1964,1964,Free,Yearly,19-02-2023,02-04-2023,0,Cancelled,FALSE,Free
1965,1965,Starter,Yearly,11-03-2025,09-02-2026,15,Paused,TRUE,Low Revenue
1966,1966,Free,Monthly,14-01-2025,12-03-2025,0,Cancelled,FALSE,Free
1967,1967,Pro,Monthly,29-03-2023,08-04-2024,35,Active,TRUE,Medium Revenue
1968,1968,Pro,Monthly,05-05-2024,23-04-2025,35,Active,TRUE,Medium Revenue
1969,1969,Pro,Monthly,01-03-2024,14-10-2025,35,Paused,FALSE,Medium Revenue
1970,1970,Pro,Yearly,24-12-2024,04-11-2026,35,Active,TRUE,Medium Revenue
1971,1971,Free,Yearly,12-06-2024,31-08-2025,0,Paused,TRUE,Free
1972,1972,Starter,Monthly,22-12-2022,17-11-2024,15,Active,FALSE,Low Revenue
1973,1973,Free,Yearly,13-05-2023,05-03-2025,0,Active,TRUE,Free
1974,1974,Free,Monthly,20-10-2022,30-05-2023,0,Cancelled,TRUE,Free
1975,1975,Pro,Yearly,19-07-2023,13-11-2023,35,Paused,FALSE,Medium Revenue
1976,1976,Free,Monthly,16-01-2022,23-10-2022,0,Paused,TRUE,Free
1977,1977,Free,Yearly,26-07-2023,25-04-2024,0,Paused,TRUE,Free
1978,1978,Free,Yearly,23-07-2022,01-10-2023,0,Paused,TRUE,Free
1979,1979,Pro,Monthly,02-10-2023,30-05-2025,35,Paused,FALSE,Medium Revenue
1980,1980,Free,Monthly,18-05-2024,23-11-2024,0,Cancelled,TRUE,Free
1981,1981,Enterprise,Yearly,14-09-2024,11-11-2024,99,Cancelled,TRUE,High Revenue
1982,1982,Pro,Yearly,15-01-2025,10-11-2025,35,Cancelled,TRUE,Medium Revenue
1983,1983,Starter,Monthly,26-10-2023,25-10-2024,15,Cancelled,FALSE,Low Revenue
1984,1984,Starter,Yearly,02-12-2022,03-10-2024,15,Cancelled,TRUE,Low Revenue
1985,1985,Pro,Yearly,17-09-2024,22-02-2026,35,Paused,FALSE,Medium Revenue
1986,1986,Pro,Yearly,22-10-2023,30-04-2025,35,Active,TRUE,Medium Revenue
1987,1987,Starter,Monthly,14-12-2024,24-11-2025,15,Paused,TRUE,Low Revenue
1988,1988,Free,Monthly,26-04-2023,15-06-2024,0,Cancelled,TRUE,Free
1989,1989,Starter,Yearly,31-03-2024,11-12-2025,15,Paused,TRUE,Low Revenue
1990,1990,Starter,Yearly,07-12-2022,07-08-2024,15,Cancelled,TRUE,Low Revenue
1991,1991,Starter,Monthly,03-10-2024,01-04-2026,15,Paused,TRUE,Low Revenue
1992,1992,Pro,Monthly,03-03-2025,04-12-2025,35,Active,FALSE,Medium Revenue
1993,1993,Starter,Monthly,11-07-2024,14-02-2026,15,Paused,TRUE,Low Revenue
1994,1994,Pro,Yearly,06-07-2022,18-10-2022,35,Paused,TRUE,Medium Revenue
1995,1995,Free,Yearly,27-01-2024,09-09-2025,0,Active,FALSE,Free
1996,1996,Starter,Yearly,18-02-2022,01-02-2024,15,Paused,FALSE,Low Revenue
1997,1997,Starter,Monthly,06-11-2024,01-08-2025,15,Cancelled,FALSE,Low Revenue
1998,1998,Pro,Monthly,08-09-2024,04-02-2025,35,Cancelled,FALSE,Medium Revenue
1999,1999,Pro,Monthly,25-10-2024,17-12-2025,35,Active,FALSE,Medium Revenue
2000,2000,Pro,Monthly,14-04-2023,15-01-2025,35,Cancelled,TRUE,Medium Revenue
2001,2001,Pro,Yearly,01-10-2023,25-11-2023,35,Cancelled,FALSE,Medium Revenue
2002,2002,Enterprise,Monthly,11-04-2023,20-08-2023,99,Active,FALSE,High Revenue
2003,2003,Enterprise,Yearly,03-01-2023,21-09-2024,99,Active,TRUE,High Revenue
2004,2004,Pro,Monthly,13-09-2024,06-11-2024,35,Active,FALSE,Medium Revenue
2005,2005,Starter,Yearly,07-01-2023,22-09-2023,15,Paused,FALSE,Low Revenue
2006,2006,Starter,Yearly,28-04-2024,19-03-2026,15,Paused,FALSE,Low Revenue
2007,2007,Starter,Yearly,12-11-2024,17-07-2025,15,Cancelled,FALSE,Low Revenue
2008,2008,Starter,Yearly,19-02-2025,30-09-2026,15,Cancelled,TRUE,Low Revenue
2009,2009,Free,Yearly,08-10-2022,06-10-2023,0,Active,FALSE,Free
2010,2010,Free,Yearly,12-11-2024,28-08-2026,0,Cancelled,TRUE,Free
2011,2011,Free,Monthly,05-06-2023,02-01-2024,0,Active,TRUE,Free
2012,2012,Starter,Yearly,02-11-2023,18-05-2025,15,Active,FALSE,Low Revenue
2013,2013,Pro,Monthly,05-03-2025,27-09-2026,35,Active,TRUE,Medium Revenue
2014,2014,Enterprise,Monthly,23-06-2022,29-05-2024,99,Paused,FALSE,High Revenue
2015,2015,Pro,Monthly,04-09-2022,09-12-2022,35,Active,FALSE,Medium Revenue
2016,2016,Starter,Monthly,18-05-2024,06-02-2025,15,Paused,FALSE,Low Revenue
2017,2017,Free,Yearly,06-08-2022,20-07-2024,0,Cancelled,FALSE,Free
2018,2018,Starter,Yearly,26-03-2022,27-11-2023,15,Active,TRUE,Low Revenue
2019,2019,Starter,Yearly,13-09-2024,20-10-2024,15,Active,TRUE,Low Revenue
2020,2020,Pro,Monthly,26-03-2024,04-08-2024,35,Cancelled,FALSE,Medium Revenue
2021,2021,Starter,Yearly,24-11-2023,12-02-2025,15,Cancelled,TRUE,Low Revenue
2022,2022,Starter,Monthly,15-11-2024,25-04-2026,15,Paused,TRUE,Low Revenue
2023,2023,Free,Yearly,19-12-2022,29-05-2023,0,Active,TRUE,Free
2024,2024,Starter,Monthly,27-03-2024,06-02-2025,15,Paused,TRUE,Low Revenue
2025,2025,Pro,Yearly,08-01-2024,19-06-2024,35,Active,FALSE,Medium Revenue
2026,2026,Starter,Yearly,10-08-2023,27-10-2023,15,Active,FALSE,Low Revenue
2027,2027,Enterprise,Monthly,17-06-2024,22-04-2026,99,Cancelled,FALSE,High Revenue
2028,2028,Enterprise,Yearly,12-03-2022,07-08-2022,99,Paused,TRUE,High Revenue
2029,2029,Starter,Monthly,13-04-2025,01-01-2027,15,Active,FALSE,Low Revenue
2030,2030,Enterprise,Yearly,20-04-2023,14-07-2024,99,Active,FALSE,High Revenue
2031,2031,Pro,Yearly,19-01-2024,02-12-2024,35,Active,TRUE,Medium Revenue
2032,2032,Starter,Yearly,06-02-2022,04-09-2023,15,Paused,FALSE,Low Revenue
2033,2033,Starter,Yearly,09-04-2023,18-09-2024,15,Paused,TRUE,Low Revenue
2034,2034,Free,Yearly,24-02-2022,11-05-2023,0,Cancelled,TRUE,Free
2035,2035,Starter,Monthly,25-05-2024,21-03-2025,15,Active,TRUE,Low Revenue
2036,2036,Enterprise,Yearly,20-10-2024,02-05-2026,99,Paused,FALSE,High Revenue
2037,2037,Pro,Yearly,27-11-2023,22-03-2024,35,Paused,FALSE,Medium Revenue
2038,2038,Pro,Yearly,27-01-2025,20-12-2026,35,Cancelled,TRUE,Medium Revenue
2039,2039,Pro,Yearly,25-01-2025,29-12-2026,35,Active,TRUE,Medium Revenue
2040,2040,Free,Monthly,09-10-2022,26-04-2023,0,Cancelled,FALSE,Free
2041,2041,Starter,Yearly,11-05-2022,28-12-2022,15,Active,FALSE,Low Revenue
2042,2042,Enterprise,Yearly,20-09-2023,16-05-2024,99,Cancelled,FALSE,High Revenue
2043,2043,Pro,Yearly,02-04-2022,14-07-2022,35,Active,FALSE,Medium Revenue
2044,2044,Starter,Yearly,20-01-2023,01-11-2024,15,Active,FALSE,Low Revenue
2045,2045,Pro,Yearly,21-01-2023,04-03-2024,35,Paused,TRUE,Medium Revenue
2046,2046,Starter,Monthly,25-11-2022,08-06-2024,15,Cancelled,TRUE,Low Revenue
2047,2047,Free,Monthly,25-03-2023,11-06-2023,0,Active,TRUE,Free
2048,2048,Starter,Monthly,21-12-2023,09-09-2024,15,Active,TRUE,Low Revenue
2049,2049,Pro,Monthly,31-08-2022,22-08-2024,35,Paused,FALSE,Medium Revenue
2050,2050,Starter,Yearly,20-08-2023,07-01-2024,15,Paused,TRUE,Low Revenue
2051,2051,Starter,Monthly,04-05-2024,13-02-2026,15,Cancelled,FALSE,Low Revenue
2052,2052,Pro,Yearly,17-04-2023,28-05-2024,35,Paused,FALSE,Medium Revenue
2053,2053,Pro,Monthly,04-06-2024,20-03-2025,35,Cancelled,FALSE,Medium Revenue
2054,2054,Free,Yearly,13-01-2024,18-06-2024,0,Paused,FALSE,Free
2055,2055,Pro,Yearly,29-07-2022,03-09-2022,35,Paused,TRUE,Medium Revenue
2056,2056,Free,Yearly,26-11-2024,22-03-2026,0,Cancelled,TRUE,Free
2057,2057,Free,Monthly,05-01-2023,15-06-2023,0,Active,FALSE,Free
2058,2058,Pro,Monthly,21-09-2023,26-10-2024,35,Paused,FALSE,Medium Revenue
2059,2059,Free,Monthly,02-02-2025,05-07-2026,0,Active,FALSE,Free
2060,2060,Pro,Monthly,21-04-2024,11-04-2025,35,Cancelled,TRUE,Medium Revenue
2061,2061,Pro,Yearly,18-02-2023,17-11-2023,35,Cancelled,FALSE,Medium Revenue
2062,2062,Starter,Yearly,10-11-2024,08-08-2025,15,Cancelled,FALSE,Low Revenue
2063,2063,Pro,Monthly,29-09-2024,16-11-2024,35,Active,TRUE,Medium Revenue
2064,2064,Pro,Monthly,26-01-2023,06-07-2023,35,Active,FALSE,Medium Revenue
2065,2065,Free,Monthly,03-07-2024,27-05-2025,0,Active,FALSE,Free
2066,2066,Pro,Monthly,19-08-2024,27-08-2025,35,Active,TRUE,Medium Revenue
2067,2067,Free,Yearly,28-01-2024,26-06-2025,0,Paused,TRUE,Free
2068,2068,Free,Yearly,19-03-2023,18-04-2024,0,Cancelled,TRUE,Free
2069,2069,Starter,Monthly,11-11-2022,08-11-2024,15,Paused,TRUE,Low Revenue
2070,2070,Enterprise,Yearly,22-03-2024,27-10-2024,99,Cancelled,FALSE,High Revenue
