churn_id,customer_id,churn_date,churn_reason,competitor_name,last_active_days
3950,47574,2024-02-17,Poor Experience,Notion,119
3951,8299,2024-12-04,Low Usage,Notion,35
3952,40661,2023-07-30,Technical Issues,Monday.com,106
3953,48710,2023-09-21,Technical Issues,ClickUp,17
3954,31045,2025-03-15,High Pricing,Slack,35
3955,43516,2024-12-05,Missing Features,Monday.com,82
3956,22073,2023-08-02,High Pricing,ClickUp,36
3957,7164,2024-06-27,High Pricing,Slack,93
3958,42639,2023-02-15,Low Usage,Notion,115
3959,22676,2023-01-11,High Pricing,Notion,81
3960,37012,2025-04-13,Poor Experience,Asana,115
3961,47435,2023-08-30,Technical Issues,Asana,102
3962,16464,2023-01-02,Switched Competitor,Asana,17
3963,17762,2022-12-08,Missing Features,Asana,120
3964,797,2024-12-21,Technical Issues,Slack,12
3965,7308,2024-08-27,Technical Issues,Monday.com,104
3966,23237,2024-09-03,High Pricing,Monday.com,91
3967,8467,2025-03-26,High Pricing,ClickUp,53
3968,43138,2025-02-26,High Pricing,Notion,30
3969,21636,2022-02-01,Low Usage,Slack,38
3970,3425,2023-08-06,Technical Issues,Monday.com,46
3971,3827,2024-04-25,Poor Experience,Asana,80
3972,37298,2024-06-26,Low Usage,Notion,46
3973,2041,2022-12-17,Low Usage,Slack,97
3974,26195,2024-10-26,High Pricing,ClickUp,106
3975,12706,2024-05-11,Technical Issues,ClickUp,5
3976,25490,2022-02-11,Low Usage,Asana,97
3977,30041,2022-08-03,Poor Experience,Asana,18
3978,42326,2023-02-27,Missing Features,Asana,67
3979,26272,2023-12-05,Technical Issues,Slack,74
3980,25613,2025-01-17,Switched Competitor,Asana,55
3981,30179,2024-05-30,Switched Competitor,ClickUp,61
3982,42981,2023-12-24,Technical Issues,Notion,53
3983,33560,2022-01-22,Missing Features,ClickUp,21
3984,40455,2023-02-28,Low Usage,Asana,70
3985,11306,2022-10-15,Poor Experience,Slack,40
3986,3458,2024-05-26,Poor Experience,Slack,102
3987,44100,2022-12-08,Technical Issues,ClickUp,12
3988,1900,2022-07-01,High Pricing,Notion,25
3989,43306,2022-12-20,Low Usage,Slack,108
3990,20451,2024-12-09,Poor Experience,Slack,83
3991,2915,2024-12-22,High Pricing,Notion,74
3992,19026,2024-08-23,Technical Issues,Slack,21
3993,25497,2023-07-14,Low Usage,Notion,42
3994,49844,2023-09-16,High Pricing,Monday.com,107
3995,46276,2024-09-01,High Pricing,ClickUp,102
3996,12782,2022-04-03,Low Usage,Slack,63
3997,20493,2024-01-17,Low Usage,Notion,60
3998,44787,2022-03-24,Poor Experience,ClickUp,55
3999,919,2022-08-12,Missing Features,Monday.com,19
4000,40642,2023-09-23,High Pricing,Asana,51
4001,30928,2025-01-15,Technical Issues,ClickUp,40
4002,28056,2024-04-22,High Pricing,Monday.com,114
4003,8805,2022-03-25,High Pricing,ClickUp,64
4004,39898,2022-03-19,Low Usage,Asana,21
4005,1777,2022-02-28,Switched Competitor,Notion,51
4006,38764,2023-11-15,Low Usage,Asana,107
4007,26067,2023-09-15,Technical Issues,ClickUp,98
4008,40836,2023-04-07,Poor Experience,Notion,2
4009,13508,2023-04-19,Technical Issues,Monday.com,14
4010,19894,2022-04-22,Technical Issues,Asana,21
4011,42362,2025-01-12,Technical Issues,Notion,38
4012,5494,2024-12-13,Poor Experience,Notion,116
4013,45380,2023-01-23,Low Usage,Notion,3
4014,21721,2024-05-28,Missing Features,Slack,22
4015,36894,2022-06-05,Low Usage,Asana,50
4016,45641,2025-03-11,Switched Competitor,Notion,118
4017,41978,2023-08-26,Low Usage,Notion,109
4018,1593,2024-03-27,Low Usage,Monday.com,12
4019,19851,2023-05-11,Technical Issues,Notion,22
4020,10863,2023-08-17,Low Usage,Slack,67
4021,10863,2022-08-04,Low Usage,Monday.com,107
4022,36054,2022-05-02,Low Usage,ClickUp,94
4023,19693,2025-03-27,Poor Experience,ClickUp,59
4024,15468,2024-11-07,Missing Features,Slack,120
4025,14912,2023-02-28,Poor Experience,Asana,6
4026,10245,2022-02-21,Missing Features,Monday.com,78
4027,9594,2024-03-04,Switched Competitor,Slack,72
4028,26910,2023-10-17,High Pricing,Monday.com,116
4029,13849,2024-10-14,Missing Features,ClickUp,30
4030,22845,2022-03-21,Technical Issues,Slack,112
4031,4826,2022-04-26,Poor Experience,Notion,8
4032,28943,2022-04-11,Missing Features,Monday.com,74
4033,15785,2024-06-11,Missing Features,Asana,58
4034,18858,2022-01-18,Poor Experience,Asana,58
4035,4834,2024-05-27,Missing Features,Asana,7
4036,20379,2024-01-11,High Pricing,ClickUp,108
4037,11146,2022-05-17,Technical Issues,Asana,42
4038,37727,2024-08-09,High Pricing,Notion,100
4039,38171,2023-12-15,Missing Features,Monday.com,57
4040,39054,2023-03-28,Technical Issues,Slack,45
4041,37555,2025-01-30,Missing Features,Notion,87
4042,34548,2023-06-09,High Pricing,Slack,18
4043,9964,2022-07-13,Technical Issues,Monday.com,105
4044,43711,2022-05-18,Switched Competitor,Slack,8
4045,14909,2023-06-29,Technical Issues,Asana,15
4046,34563,2023-11-11,High Pricing,Asana,50
4047,10783,2022-09-11,Low Usage,Asana,34
4048,38015,2025-01-25,Missing Features,Asana,96
4049,1802,2022-06-14,Technical Issues,Monday.com,82
4050,20934,2023-08-01,High Pricing,ClickUp,68
4051,38223,2022-04-02,Low Usage,ClickUp,24
4052,48664,2024-06-23,Switched Competitor,Monday.com,6
4053,34640,2024-11-04,Missing Features,Slack,42
4054,47446,2022-01-11,Missing Features,ClickUp,116
4055,30479,2024-01-05,Technical Issues,ClickUp,104
4056,45826,2023-12-21,Poor Experience,Slack,61
4057,12913,2023-05-16,Switched Competitor,Slack,57
4058,25521,2023-04-21,High Pricing,Notion,93
4059,6630,2022-06-08,Switched Competitor,Notion,18
4060,45,2022-08-30,High Pricing,Slack,113
4061,16647,2022-08-05,Low Usage,Notion,107
4062,2909,2023-06-11,High Pricing,Slack,26
4063,15709,2024-11-02,Switched Competitor,Slack,75
4064,3129,2024-05-28,Poor Experience,Monday.com,102
4065,27771,2023-12-17,Switched Competitor,Slack,49
4066,45017,2024-12-31,Low Usage,Slack,19
4067,22942,2024-12-01,Technical Issues,Asana,52
4068,32217,2024-10-27,Low Usage,Slack,51
4069,7254,2022-04-23,Technical Issues,Slack,18
4070,14368,2025-04-15,Low Usage,Notion,117
4071,26247,2022-06-14,High Pricing,Monday.com,57
4072,39763,2023-12-06,Poor Experience,Asana,75
4073,47480,2022-04-27,Switched Competitor,Asana,45
4074,44848,2022-05-28,Switched Competitor,ClickUp,63
4075,40460,2024-09-15,Missing Features,Notion,105
4076,19951,2022-03-08,Switched Competitor,ClickUp,17
4077,19629,2024-12-15,Technical Issues,Notion,66
4078,41893,2025-02-09,Missing Features,Monday.com,32
4079,16671,2022-11-19,Switched Competitor,Slack,57
4080,38349,2023-05-04,High Pricing,Monday.com,52
4081,5568,2022-04-27,Switched Competitor,Notion,4
4082,1561,2024-06-16,Switched Competitor,Slack,23
4083,16569,2024-05-21,High Pricing,Monday.com,75
4084,31077,2024-04-30,Technical Issues,Monday.com,19
4085,43811,2023-02-01,Switched Competitor,ClickUp,38
4086,38608,2023-02-06,Technical Issues,ClickUp,72
4087,24855,2023-07-29,Poor Experience,ClickUp,45
4088,43177,2024-07-16,Low Usage,Notion,118
4089,34717,2023-08-03,Switched Competitor,Asana,57
4090,1049,2024-05-21,Technical Issues,ClickUp,8
4091,18556,2024-02-07,Low Usage,ClickUp,18
4092,37249,2025-02-02,Switched Competitor,Notion,10
4093,26495,2023-11-01,Poor Experience,Asana,14
4094,12770,2024-12-06,Missing Features,Monday.com,70
4095,30967,2023-10-04,Switched Competitor,Asana,46
4096,32082,2024-08-19,Technical Issues,Asana,115
4097,31192,2022-05-29,Switched Competitor,Asana,28
4098,2204,2024-02-20,High Pricing,Asana,119
4099,33350,2025-02-06,Technical Issues,Notion,84
4100,15296,2023-07-28,Low Usage,Notion,84
4101,47467,2024-02-11,Switched Competitor,Notion,84
4102,5045,2023-12-12,High Pricing,Monday.com,12
4103,40923,2025-03-03,Poor Experience,Monday.com,46
4104,11902,2024-10-19,Missing Features,Slack,40
4105,44207,2024-05-16,Switched Competitor,ClickUp,26
4106,12272,2023-08-19,Technical Issues,Slack,115
4107,37571,2024-07-17,Technical Issues,Monday.com,32
4108,8593,2024-08-15,Missing Features,Notion,10
4109,41142,2023-08-28,Missing Features,Monday.com,23
4110,40023,2022-10-01,Low Usage,Notion,20
4111,23207,2024-02-21,Low Usage,Notion,117
4112,27570,2023-09-29,High Pricing,Asana,73
4113,18876,2022-01-25,Switched Competitor,ClickUp,23
4114,45378,2022-07-05,Switched Competitor,Notion,88
4115,7428,2023-06-09,Low Usage,ClickUp,112
4116,48986,2024-04-17,Technical Issues,Asana,26
4117,31815,2023-04-28,Low Usage,Slack,59
4118,39328,2023-09-25,Low Usage,Notion,51
4119,42046,2024-04-03,Technical Issues,Slack,114
4120,17784,2022-08-21,Switched Competitor,Slack,65
4121,38490,2022-04-08,Switched Competitor,Asana,4
4122,38962,2023-04-19,Switched Competitor,Slack,56
4123,43385,2023-04-08,Missing Features,ClickUp,1
4124,4621,2024-09-16,Low Usage,Asana,22
4125,16017,2022-01-26,Missing Features,Monday.com,101
4126,4442,2023-06-09,Low Usage,Asana,113
4127,20714,2025-03-18,High Pricing,Slack,110
4128,31891,2025-03-22,Technical Issues,Slack,2
4129,48376,2022-05-06,Switched Competitor,Notion,34
4130,24341,2022-09-17,High Pricing,Monday.com,91
4131,24039,2022-05-29,Poor Experience,Monday.com,106
4132,17977,2024-02-02,High Pricing,Monday.com,99
4133,38228,2023-05-24,High Pricing,Notion,31
4134,9756,2025-03-08,Technical Issues,Monday.com,5
4135,30959,2022-07-20,High Pricing,Notion,67
4136,842,2024-12-06,Switched Competitor,Monday.com,62
4137,24379,2022-02-26,Technical Issues,ClickUp,52
4138,32415,2025-01-03,Technical Issues,Slack,55
4139,35347,2022-11-29,Low Usage,Notion,30
4140,48037,2024-01-17,Poor Experience,ClickUp,85
4141,37824,2024-12-07,Missing Features,ClickUp,64
4142,16987,2023-11-02,Low Usage,ClickUp,17
4143,32501,2024-06-10,Technical Issues,Asana,13
4144,37111,2022-10-31,Low Usage,Asana,32
4145,34546,2023-03-23,High Pricing,Monday.com,24
4146,3544,2023-09-01,Technical Issues,Notion,55
4147,40436,2024-08-24,Switched Competitor,Notion,87
4148,13716,2023-07-26,Missing Features,Slack,82
4149,39924,2022-04-11,Low Usage,Monday.com,86
4150,29486,2025-01-11,Switched Competitor,Notion,63
4151,38449,2024-09-04,High Pricing,Monday.com,90
4152,8750,2024-01-19,High Pricing,Slack,46
4153,21193,2022-08-27,Switched Competitor,Monday.com,112
4154,39786,2022-10-17,Missing Features,ClickUp,58
4155,16339,2024-09-19,High Pricing,Asana,116
4156,19007,2024-08-26,Poor Experience,Slack,106
4157,28426,2025-01-10,Poor Experience,Slack,52
4158,18084,2022-07-29,Poor Experience,Asana,32
4159,11151,2024-05-31,Technical Issues,Asana,48
4160,28788,2024-09-29,Poor Experience,Monday.com,48
4161,16931,2024-02-09,High Pricing,Slack,15
4162,47923,2022-07-21,Missing Features,ClickUp,42
4163,30029,2023-01-01,Poor Experience,Monday.com,43
4164,15496,2024-10-21,Missing Features,ClickUp,50
4165,36117,2024-08-09,Technical Issues,Asana,11
4166,19674,2022-07-09,Missing Features,Asana,52
4167,38557,2024-07-02,Switched Competitor,Slack,78
4168,163,2024-09-14,Poor Experience,Monday.com,70
4169,9963,2022-04-30,Missing Features,ClickUp,70
4170,23222,2025-04-05,Technical Issues,Monday.com,41
4171,5370,2024-12-23,Missing Features,Slack,28
4172,49356,2022-09-28,Technical Issues,Slack,59
4173,17810,2022-12-31,Low Usage,ClickUp,108
4174,22284,2022-07-04,Switched Competitor,Asana,50
4175,32762,2023-06-25,Low Usage,Monday.com,104
4176,23968,2023-04-02,Missing Features,ClickUp,92
4177,43139,2024-11-03,Low Usage,Slack,76
4178,36367,2024-11-12,Technical Issues,Notion,67
4179,8212,2024-02-22,Low Usage,ClickUp,43
4180,48101,2025-02-28,Missing Features,Asana,113
4181,43070,2023-09-15,High Pricing,Asana,118
4182,8068,2023-04-24,High Pricing,Slack,85
4183,12644,2022-08-10,Missing Features,Slack,120
4184,34989,2022-04-10,Switched Competitor,Slack,33
4185,47438,2022-02-22,High Pricing,ClickUp,110
4186,6475,2023-10-10,Switched Competitor,ClickUp,81
4187,35538,2022-01-10,Low Usage,Slack,55
4188,30458,2024-12-17,Missing Features,Notion,87
4189,5168,2023-07-09,Missing Features,Asana,107
4190,11160,2024-07-20,Switched Competitor,Monday.com,21
4191,13075,2022-05-04,Missing Features,ClickUp,118
4192,23072,2022-01-30,Poor Experience,Slack,90
4193,6704,2025-02-11,High Pricing,Asana,115
4194,8275,2022-06-25,Low Usage,Asana,33
4195,47788,2023-01-18,Poor Experience,ClickUp,49
4196,37300,2022-02-06,Missing Features,ClickUp,42
4197,35647,2023-05-23,High Pricing,Asana,15
4198,3323,2023-03-09,Low Usage,Asana,72
4199,41377,2022-02-01,High Pricing,Monday.com,57
4200,36392,2023-09-15,Technical Issues,Notion,69
4201,1709,2024-02-09,Missing Features,Asana,86
4202,28309,2022-05-13,Technical Issues,Monday.com,19
4203,16218,2023-06-13,High Pricing,Asana,48
4204,458,2023-07-29,Missing Features,ClickUp,12
4205,16912,2024-01-15,Technical Issues,Notion,6
4206,47251,2023-04-15,Technical Issues,Asana,23
4207,4157,2022-01-30,Low Usage,Slack,78
4208,32943,2024-07-28,Low Usage,Notion,30
4209,8419,2025-01-03,Technical Issues,Slack,90
4210,34384,2024-09-14,Poor Experience,Slack,67
4211,26376,2022-09-14,Low Usage,Slack,53
4212,38142,2022-07-14,Poor Experience,Asana,32
4213,1956,2024-11-03,High Pricing,Notion,95
4214,6306,2022-02-01,Poor Experience,Notion,47
4215,250,2025-02-09,High Pricing,Notion,35
4216,11295,2024-12-14,Low Usage,ClickUp,1
4217,34113,2025-03-30,Low Usage,ClickUp,72
4218,18742,2024-06-19,Poor Experience,Monday.com,119
4219,15843,2023-06-13,High Pricing,Monday.com,10
4220,41420,2023-10-06,Missing Features,ClickUp,25
4221,34491,2022-11-05,High Pricing,Slack,48
4222,8035,2023-12-10,Switched Competitor,Slack,48
4223,25166,2024-08-07,High Pricing,Slack,57
4224,29065,2025-01-15,Technical Issues,ClickUp,105
4225,45771,2023-10-04,Missing Features,Monday.com,40
4226,49016,2024-01-11,Low Usage,Slack,94
4227,9176,2024-12-06,Switched Competitor,Notion,113
4228,46846,2023-06-09,Technical Issues,Monday.com,59
4229,46612,2024-12-16,Missing Features,Notion,119
4230,12485,2024-01-08,Low Usage,Notion,117
4231,23946,2023-10-14,High Pricing,Monday.com,118
4232,3411,2025-01-20,Poor Experience,ClickUp,29
4233,44469,2024-03-28,Switched Competitor,ClickUp,46
4234,44179,2024-10-17,High Pricing,Slack,48
4235,10575,2024-01-24,Low Usage,Slack,35
4236,8615,2022-10-01,Switched Competitor,Notion,11
4237,10992,2022-03-16,Missing Features,ClickUp,77
4238,47375,2024-02-19,Missing Features,ClickUp,93
4239,39749,2024-08-27,Technical Issues,Asana,50
4240,41908,2025-01-09,High Pricing,Slack,25
4241,43686,2024-06-29,Missing Features,Asana,39
4242,21463,2023-08-21,Missing Features,ClickUp,14
4243,29923,2023-07-31,Switched Competitor,ClickUp,79
4244,23436,2024-05-13,Missing Features,Slack,117
4245,37496,2025-03-22,Switched Competitor,Slack,49
4246,15706,2022-04-18,Poor Experience,Asana,56
4247,7976,2024-04-15,Technical Issues,Asana,77
4248,49081,2024-11-27,Technical Issues,ClickUp,83
4249,40234,2024-12-07,High Pricing,Monday.com,87
4250,41319,2022-02-09,Switched Competitor,Notion,4
4251,19180,2024-10-05,Poor Experience,Slack,8
4252,15411,2024-09-04,Technical Issues,Monday.com,25
4253,25633,2023-11-16,Low Usage,Asana,103
4254,46734,2023-04-29,Missing Features,Slack,78
4255,20656,2024-11-20,Missing Features,Slack,72
4256,13556,2024-12-28,Technical Issues,Slack,78
4257,11298,2024-04-09,Missing Features,Monday.com,12
4258,34549,2022-06-18,High Pricing,Notion,46
4259,11964,2022-07-21,Poor Experience,Monday.com,97
4260,3640,2024-07-30,Low Usage,Notion,2
4261,26246,2022-12-26,Poor Experience,ClickUp,6
4262,24955,2022-01-22,High Pricing,Asana,77
4263,38725,2022-09-20,Low Usage,Notion,42
4264,11924,2023-04-24,Poor Experience,Monday.com,59
4265,44853,2024-11-21,Low Usage,Asana,120
4266,41996,2022-09-26,Low Usage,Slack,78
4267,8290,2024-07-24,Low Usage,ClickUp,14
4268,7231,2022-07-25,Low Usage,Slack,12
4269,44181,2023-03-13,Switched Competitor,Notion,83
4270,23532,2023-02-22,Missing Features,Monday.com,34
4271,8271,2024-03-17,Technical Issues,Notion,60
4272,35695,2022-06-12,High Pricing,Monday.com,57
4273,24427,2022-01-23,Technical Issues,Asana,23
4274,4401,2024-12-08,High Pricing,Monday.com,116
4275,17291,2023-09-30,Missing Features,Slack,98
4276,29703,2023-09-13,High Pricing,Slack,102
4277,33097,2022-09-25,Switched Competitor,ClickUp,110
4278,12112,2023-04-17,High Pricing,Asana,10
4279,45775,2023-01-21,Low Usage,ClickUp,22
4280,19166,2025-02-11,High Pricing,Slack,13
4281,28324,2022-05-05,Poor Experience,Monday.com,36
4282,1237,2023-03-04,Switched Competitor,Slack,82
4283,44463,2024-07-05,Poor Experience,Notion,4
4284,8717,2023-04-04,Switched Competitor,Slack,48
4285,23496,2024-04-01,Missing Features,Slack,56
4286,8042,2023-06-28,Poor Experience,ClickUp,10
4287,30685,2023-03-12,Missing Features,Slack,120
4288,20230,2024-12-23,Low Usage,Slack,104
4289,27978,2023-06-29,Low Usage,ClickUp,44
4290,39916,2025-01-11,Switched Competitor,Slack,83
4291,5199,2022-11-03,Missing Features,Asana,58
4292,10439,2022-11-30,Poor Experience,Notion,88
4293,15820,2023-05-11,Low Usage,Notion,41
4294,38418,2024-02-14,Low Usage,Slack,65
4295,26029,2022-10-15,Poor Experience,Slack,49
4296,22846,2025-04-01,Switched Competitor,Asana,96
4297,36853,2022-11-22,High Pricing,Monday.com,106
4298,31953,2025-03-26,Low Usage,Notion,34
4299,37952,2022-03-26,Poor Experience,ClickUp,91
4300,2275,2022-06-07,Poor Experience,Asana,82
4301,48709,2024-07-18,Switched Competitor,Monday.com,67
4302,29857,2022-05-02,Low Usage,Monday.com,59
4303,28599,2024-09-13,Low Usage,Notion,10
4304,32650,2023-12-05,High Pricing,Slack,96
4305,10987,2022-05-02,Technical Issues,Notion,107
4306,25200,2024-04-23,Low Usage,Notion,6
4307,8197,2022-10-03,Low Usage,ClickUp,45
4308,2398,2024-04-23,High Pricing,Asana,115
4309,24841,2022-08-27,Low Usage,Asana,18
4310,20899,2023-04-05,Poor Experience,Monday.com,42
4311,42766,2024-10-02,Missing Features,Asana,25
4312,43879,2024-03-22,High Pricing,Monday.com,103
4313,33880,2023-10-29,Missing Features,ClickUp,33
4314,16658,2022-04-20,Poor Experience,Slack,46
4315,6879,2022-11-25,High Pricing,Slack,61
4316,40785,2022-12-01,Switched Competitor,Monday.com,85
4317,40356,2024-11-30,High Pricing,Slack,89
4318,31058,2024-10-28,Technical Issues,Monday.com,94
4319,16304,2022-06-15,Poor Experience,Asana,25
4320,30363,2024-12-24,Low Usage,ClickUp,43
4321,10887,2023-06-26,Poor Experience,Monday.com,43
4322,34240,2025-01-31,Low Usage,Notion,109
4323,40733,2024-11-04,Switched Competitor,Monday.com,88
4324,3375,2022-04-16,Low Usage,Asana,7
4325,28225,2024-06-06,Technical Issues,ClickUp,32
4326,4350,2022-08-10,High Pricing,Asana,17
4327,24543,2022-01-31,Poor Experience,Notion,81
4328,2468,2024-07-20,Poor Experience,Notion,74
4329,35347,2023-11-24,Technical Issues,Notion,105
4330,30803,2024-08-30,Poor Experience,Slack,22
4331,10401,2023-10-01,Technical Issues,Notion,44
4332,16428,2024-04-10,Poor Experience,Slack,74
4333,11102,2023-07-03,Switched Competitor,Slack,62
4334,48173,2022-11-21,Missing Features,Asana,115
4335,13614,2024-12-12,Low Usage,Asana,73
4336,29023,2022-11-07,Poor Experience,Slack,86
4337,22582,2024-01-02,Switched Competitor,Asana,12
4338,347,2022-04-27,Low Usage,Notion,12
4339,39996,2024-07-13,Missing Features,ClickUp,8
4340,28322,2023-10-24,Technical Issues,Notion,13
4341,2272,2024-11-23,Switched Competitor,Notion,115
4342,17725,2022-09-11,Missing Features,Notion,90
4343,4922,2024-10-09,Missing Features,Monday.com,92
4344,8283,2023-12-12,Low Usage,ClickUp,9
4345,30755,2024-06-07,Low Usage,ClickUp,71
4346,16436,2022-01-23,High Pricing,Slack,22
4347,44557,2022-07-12,Low Usage,ClickUp,9
4348,48503,2023-01-06,Technical Issues,Notion,120
4349,2658,2024-11-06,Low Usage,Notion,76
4350,2457,2024-01-02,Low Usage,Slack,20
4351,36721,2024-10-20,Low Usage,Monday.com,38
4352,27117,2024-02-27,Poor Experience,Notion,15
4353,47087,2022-02-11,High Pricing,Slack,75
4354,15602,2025-03-25,Technical Issues,Monday.com,25
4355,44213,2024-05-29,Missing Features,Monday.com,116
4356,3604,2022-08-10,Switched Competitor,Monday.com,69
4357,8073,2022-08-05,High Pricing,Slack,116
4358,36328,2024-04-21,Poor Experience,Asana,70
4359,38001,2022-11-06,Missing Features,ClickUp,110
4360,32128,2022-08-11,Switched Competitor,Asana,42
4361,43889,2022-11-30,Low Usage,Notion,9
4362,44794,2025-01-20,Low Usage,ClickUp,79
4363,19389,2022-02-14,High Pricing,ClickUp,86
4364,3436,2022-03-08,Missing Features,Slack,32
4365,25441,2022-11-11,High Pricing,Asana,77
4366,37396,2022-07-10,Switched Competitor,Slack,72
4367,10346,2022-09-10,High Pricing,Notion,93
4368,9737,2023-07-09,Switched Competitor,Slack,3
4369,24360,2024-10-03,Switched Competitor,Monday.com,22
4370,32493,2023-05-13,Technical Issues,Monday.com,1
4371,37612,2022-07-03,Switched Competitor,Monday.com,5
4372,8197,2025-03-19,Switched Competitor,ClickUp,115
4373,37632,2022-04-19,Poor Experience,ClickUp,70
4374,40853,2023-02-20,Switched Competitor,ClickUp,78
4375,32530,2024-06-28,Missing Features,Slack,32
4376,22002,2024-01-16,High Pricing,Asana,78
4377,46158,2023-05-26,Low Usage,ClickUp,25
4378,30425,2022-02-14,Missing Features,Asana,46
4379,16941,2022-04-07,Technical Issues,Asana,80
4380,37469,2024-07-23,Switched Competitor,Asana,55
4381,36163,2023-05-21,Poor Experience,ClickUp,68
4382,33478,2024-07-02,Switched Competitor,Notion,56
4383,19345,2024-10-11,Switched Competitor,ClickUp,111
4384,20150,2025-02-12,Low Usage,Asana,25
4385,2121,2024-03-23,Poor Experience,Notion,81
4386,23960,2023-04-08,High Pricing,Asana,28
4387,30286,2022-07-07,High Pricing,Slack,72
4388,12896,2022-03-25,Missing Features,Notion,38
4389,32256,2023-03-04,Switched Competitor,Asana,75
4390,7491,2023-08-22,Missing Features,Monday.com,72
4391,47209,2022-03-15,Low Usage,ClickUp,94
4392,26757,2023-03-01,Missing Features,ClickUp,54
4393,5485,2024-02-21,Switched Competitor,Slack,76
4394,48917,2023-11-28,Low Usage,Slack,31
4395,8500,2023-10-27,Poor Experience,Asana,82
4396,12677,2025-02-16,Switched Competitor,Monday.com,53
4397,22002,2024-12-26,Low Usage,Notion,79
4398,42092,2024-11-11,High Pricing,Notion,41
4399,15378,2023-03-17,Missing Features,Slack,70
4400,16085,2023-08-10,High Pricing,Asana,63
4401,6670,2025-02-02,High Pricing,Asana,64
4402,20932,2022-07-15,Poor Experience,Monday.com,77
4403,23219,2023-01-04,High Pricing,ClickUp,62
4404,39346,2023-03-21,Switched Competitor,Monday.com,80
4405,29950,2024-05-07,Missing Features,Monday.com,57
4406,47406,2024-04-05,Missing Features,Slack,109
4407,3424,2022-07-13,Missing Features,ClickUp,105
4408,28237,2022-08-25,Poor Experience,Asana,54
4409,17098,2024-12-17,Low Usage,ClickUp,104
4410,43851,2023-11-28,Technical Issues,Asana,108
4411,22754,2024-08-29,Missing Features,Monday.com,36
4412,43013,2022-10-09,Switched Competitor,Monday.com,19
4413,41474,2023-10-13,Poor Experience,ClickUp,83
4414,18681,2022-11-28,Low Usage,Slack,96
4415,28584,2024-07-13,Low Usage,Notion,97
4416,34917,2023-01-27,Missing Features,Notion,90
4417,45882,2025-03-27,Poor Experience,Asana,98
4418,43403,2023-07-05,Switched Competitor,Notion,60
4419,44625,2023-03-17,Low Usage,ClickUp,84
4420,31823,2022-12-25,Low Usage,Notion,60
4421,41331,2024-11-14,Technical Issues,ClickUp,89
4422,21931,2024-07-06,Missing Features,Notion,70
4423,49712,2025-03-25,Technical Issues,Slack,87
4424,3421,2024-09-19,Poor Experience,Slack,112
4425,19747,2022-06-01,Switched Competitor,ClickUp,40
4426,14305,2024-07-04,Low Usage,Slack,41
4427,42058,2022-09-04,Technical Issues,Asana,16
4428,28014,2022-09-20,Missing Features,Asana,2
4429,47624,2022-06-14,Poor Experience,Asana,100
4430,46700,2022-03-15,Switched Competitor,Monday.com,4
4431,42260,2022-11-25,Low Usage,Notion,31
4432,33942,2023-01-02,Low Usage,Notion,56
4433,39981,2024-01-31,Missing Features,Monday.com,5
4434,15949,2023-01-19,High Pricing,Notion,90
4435,35250,2023-09-28,Missing Features,Monday.com,97
4436,378,2025-01-01,Poor Experience,Slack,42
4437,19108,2022-02-24,Low Usage,Slack,28
4438,33746,2022-03-10,Low Usage,ClickUp,15
4439,2721,2023-08-28,Missing Features,Notion,83
4440,36625,2025-01-13,Poor Experience,ClickUp,76
4441,15189,2022-10-19,Low Usage,Slack,13
4442,17766,2024-05-19,High Pricing,Slack,60
4443,6438,2024-10-29,Switched Competitor,Monday.com,20
4444,1813,2023-09-04,High Pricing,Asana,23
4445,34934,2022-01-20,Low Usage,Notion,26
4446,16541,2023-10-11,High Pricing,Asana,6
4447,33980,2023-05-13,Missing Features,Slack,42
4448,36312,2023-05-11,Low Usage,Slack,59
4449,31955,2024-06-07,Technical Issues,Asana,4
4450,32618,2023-05-12,Technical Issues,Notion,65
4451,6046,2023-11-19,Poor Experience,Slack,100
4452,34622,2023-09-04,Technical Issues,Slack,77
4453,17966,2022-09-04,High Pricing,ClickUp,97
4454,23298,2023-04-13,Switched Competitor,Notion,35
4455,16002,2024-07-13,High Pricing,Notion,99
4456,24981,2025-01-08,Low Usage,Notion,54
4457,18740,2025-02-20,Poor Experience,Notion,54
4458,38270,2025-04-05,High Pricing,ClickUp,99
4459,35176,2022-06-01,Poor Experience,Monday.com,96
4460,3434,2022-12-21,Low Usage,Slack,70
4461,18611,2023-08-05,High Pricing,Notion,116
4462,19535,2022-03-02,Missing Features,Notion,111
4463,48951,2024-06-02,Poor Experience,Notion,16
4464,28477,2023-06-28,Poor Experience,Monday.com,18
4465,33711,2023-10-15,Missing Features,ClickUp,91
4466,8020,2023-07-27,Low Usage,ClickUp,54
4467,15004,2023-07-24,Poor Experience,Slack,84
4468,44635,2023-11-02,Poor Experience,Asana,56
4469,43553,2024-02-11,Missing Features,Notion,116
4470,24991,2023-08-15,High Pricing,Slack,14
4471,24462,2025-01-28,Poor Experience,Slack,33
4472,31588,2022-03-11,Technical Issues,Asana,90
4473,1686,2023-05-06,Technical Issues,Monday.com,29
4474,15573,2023-08-12,High Pricing,ClickUp,78
4475,31679,2024-01-15,High Pricing,Notion,100
4476,21340,2024-08-18,Low Usage,Asana,107
4477,3795,2023-07-16,Low Usage,Monday.com,36
4478,11507,2022-08-17,Switched Competitor,Slack,73
4479,7539,2024-11-29,Low Usage,Monday.com,45
