usage_id,customer_id,login_date,session_duration_minutes,features_used,projects_created,ai_requests
139243,42657,2022-12-19,50,6,13,70
139244,8593,2024-12-14,140,8,13,27
139245,20076,2025-03-20,137,17,12,2
139246,18501,2024-01-26,87,12,5,29
139247,3575,2023-06-21,49,17,5,2
139248,2225,2022-10-03,121,11,4,72
139249,40492,2025-03-16,220,2,6,94
139250,48676,2023-11-14,13,2,6,49
139251,8719,2022-01-25,184,1,10,22
139252,45028,2023-09-22,163,1,14,0
139253,48853,2025-04-11,124,3,0,27
139254,11577,2023-02-21,159,14,2,56
139255,46937,2024-02-19,72,5,15,3
139256,38264,2024-05-31,166,1,4,50
139257,42414,2023-01-31,159,3,5,75
139258,2298,2024-02-19,45,12,11,28
139259,16717,2024-01-19,138,11,3,98
139260,46065,2023-07-22,149,14,0,87
139261,24284,2022-10-21,80,2,0,6
139262,25420,2024-01-10,79,3,6,37
139263,28066,2023-06-19,30,13,12,52
139264,10601,2023-11-14,145,9,2,19
139265,34557,2023-07-02,129,4,5,36
139266,12945,2022-07-24,113,13,9,94
139267,32913,2022-01-17,101,4,7,87
139268,27854,2025-01-11,1,15,0,51
139269,25472,2023-11-29,2,7,10,16
139270,43939,2024-04-16,192,15,6,46
139271,22338,2023-04-21,229,20,7,30
139272,22607,2024-10-08,172,6,7,3
139273,35451,2024-08-28,97,10,1,38
139274,34249,2024-07-06,173,4,15,4
139275,47771,2023-02-13,205,4,3,48
139276,31094,2022-05-06,74,15,2,80
139277,4943,2022-02-16,109,2,14,1
139278,2534,2022-05-12,122,4,2,99
139279,4528,2024-10-15,102,19,5,16
139280,12853,2024-04-05,169,12,11,27
139281,37414,2024-01-31,221,1,9,51
139282,10608,2022-02-18,86,9,0,71
139283,17573,2023-09-25,226,12,9,96
139284,24870,2022-07-07,123,10,1,1
139285,36314,2022-08-28,189,16,15,26
139286,6572,2024-09-24,180,1,6,66
139287,30679,2024-12-09,149,20,6,37
139288,8431,2023-05-07,84,4,7,21
139289,2875,2025-03-23,116,6,0,53
139290,931,2023-04-06,94,3,3,2
139291,44921,2022-12-10,98,20,15,25
139292,34911,2022-04-30,238,7,6,51
139293,13297,2022-12-05,213,2,12,84
139294,22250,2022-07-14,236,12,8,94
139295,5317,2022-05-01,178,12,1,39
139296,1537,2022-10-07,22,18,12,57
139297,39002,2023-02-16,214,3,8,89
139298,15516,2025-04-07,16,10,4,39
139299,12618,2023-08-17,114,4,0,59
139300,7264,2024-05-19,68,2,1,90
139301,42203,2022-03-20,96,11,5,16
139302,38818,2022-05-20,16,10,5,84
139303,32094,2023-11-17,175,3,2,47
139304,8795,2024-04-27,82,2,9,30
139305,34271,2023-05-11,11,10,13,67
139306,20590,2023-10-20,42,5,10,97
139307,39773,2025-03-14,164,7,12,13
139308,10882,2023-01-02,215,7,1,74
139309,39506,2025-01-28,65,17,8,79
139310,46502,2023-10-22,50,3,8,30
139311,27603,2023-03-09,101,15,12,82
139312,37790,2022-05-31,34,11,10,64
139313,12155,2022-04-03,165,19,14,12
139314,38502,2022-08-09,14,11,4,49
139315,20959,2022-06-21,168,11,3,74
139316,38184,2022-01-10,158,2,2,37
139317,35022,2023-04-07,206,4,3,22
139318,30726,2023-07-16,92,15,6,76
139319,41863,2022-09-14,46,10,9,88
139320,26185,2024-05-27,90,9,7,79
139321,47223,2025-03-27,87,20,15,56
139322,37548,2023-07-14,4,12,15,0
139323,18564,2025-02-14,184,6,2,7
139324,20239,2024-03-27,165,2,10,34
139325,46255,2023-02-14,85,5,7,80
139326,22306,2024-07-22,1,13,1,45
139327,40260,2024-01-21,233,14,10,61
139328,788,2025-02-24,65,11,14,27
139329,17643,2024-03-16,71,7,3,11
139330,18430,2024-02-20,144,9,0,77
139331,13103,2025-02-10,226,14,12,80
139332,41720,2024-09-22,126,9,13,88
139333,1705,2024-09-22,192,2,6,55
139334,37144,2023-07-31,143,2,9,9
139335,25567,2022-03-08,48,6,9,64
139336,9789,2022-09-21,216,5,11,11
139337,49746,2022-11-16,105,19,13,69
139338,15295,2023-01-16,88,19,15,40
139339,38467,2023-11-03,158,13,4,38
139340,8853,2023-04-09,240,13,14,78
139341,5590,2023-07-03,150,18,10,58
139342,49677,2023-02-21,210,1,12,48
139343,487,2023-03-04,85,8,10,0
139344,45947,2023-11-24,231,20,10,62
139345,24159,2023-05-01,121,3,0,43
139346,46997,2022-12-25,231,1,7,80
139347,25108,2025-02-26,14,4,3,35
139348,5337,2024-06-24,151,18,12,78
139349,43121,2023-11-20,104,19,11,94
139350,22430,2023-12-22,21,20,2,55
139351,7086,2024-10-31,36,13,4,10
139352,24925,2022-07-28,166,3,0,76
139353,804,2024-11-07,204,20,7,87
139354,1049,2024-12-06,154,10,12,43
139355,3334,2022-03-30,190,8,0,54
139356,19299,2023-08-04,129,18,5,59
139357,5056,2025-03-20,221,17,14,72
139358,24686,2023-07-30,155,15,1,93
139359,19389,2022-01-19,149,5,9,80
139360,36857,2023-11-09,82,7,6,1
139361,17854,2024-04-25,168,5,9,72
139362,42523,2022-06-07,202,6,4,18
139363,38718,2022-07-14,45,7,9,72
139364,45162,2023-03-28,197,16,10,49
139365,2730,2024-09-21,238,20,6,30
139366,19441,2023-03-16,182,3,11,11
139367,31497,2024-08-25,99,2,2,78
139368,9136,2022-01-19,139,8,4,40
139369,5676,2023-07-06,152,1,7,72
139370,1252,2024-11-15,129,13,9,74
139371,14564,2025-02-09,205,19,15,5
139372,6221,2024-06-23,63,14,12,82
139373,46239,2023-12-15,57,13,11,80
139374,24013,2022-02-28,199,13,1,91
139375,3657,2024-09-26,204,5,1,47
139376,45268,2024-10-13,105,16,9,70
139377,28866,2022-05-01,43,10,5,72
139378,39950,2024-03-14,226,16,10,12
139379,20202,2022-07-20,75,3,2,31
139380,49625,2024-11-06,202,14,9,57
139381,22630,2024-01-10,66,11,13,20
139382,38169,2024-07-04,61,20,13,69
139383,47866,2024-07-07,22,15,4,11
139384,44290,2022-12-10,154,17,5,81
139385,5188,2024-12-07,160,6,2,91
139386,6963,2022-10-08,57,18,9,16
139387,31656,2024-06-29,102,14,8,89
139388,46470,2022-09-29,85,11,7,51
139389,27979,2023-12-25,220,14,2,56
139390,14302,2024-01-01,154,12,7,89
139391,35329,2024-07-12,151,18,11,92
139392,35305,2024-02-04,138,1,13,7
139393,40356,2024-09-23,193,11,8,79
139394,30885,2022-08-01,163,7,10,53
139395,15389,2024-05-30,125,15,0,24
139396,6298,2023-07-14,225,14,14,80
139397,37252,2024-12-26,171,20,10,37
139398,1553,2022-08-07,215,20,10,27
139399,31792,2022-07-08,159,6,4,94
139400,19633,2022-01-05,58,3,14,98
139401,3277,2024-09-12,69,4,7,23
139402,20012,2024-07-28,154,13,11,62
139403,34154,2024-11-25,128,20,7,13
139404,25740,2024-08-11,8,3,7,43
139405,49621,2022-05-23,41,19,12,51
139406,40696,2022-01-22,78,3,8,98
139407,5459,2022-01-04,94,16,15,35
139408,24310,2022-09-27,185,12,7,50
139409,17655,2022-09-12,117,20,0,43
139410,8047,2025-01-28,193,10,4,62
139411,20827,2024-12-02,16,17,3,26
139412,39665,2024-02-26,161,1,10,28
139413,48242,2022-01-11,90,9,6,15
139414,23668,2024-04-29,186,18,15,7
139415,43373,2023-11-19,18,4,5,56
139416,42998,2023-12-09,5,9,6,53
139417,1703,2023-03-07,19,9,0,80
139418,35730,2024-07-16,8,1,8,44
139419,8304,2024-12-17,5,13,12,2
139420,9373,2023-04-19,127,6,3,71
139421,13763,2023-11-29,176,15,3,64
139422,31324,2023-06-25,199,13,15,99
139423,35650,2023-01-07,178,13,8,48
139424,18467,2023-12-21,115,4,3,8
139425,10628,2023-10-27,119,18,11,75
139426,20845,2023-12-17,123,9,6,2
139427,15080,2023-08-31,131,9,4,4
139428,9832,2023-06-25,186,6,4,86
139429,8413,2023-11-22,105,3,10,100
139430,17771,2022-08-03,156,8,3,85
139431,38582,2022-12-26,196,2,5,26
139432,33097,2024-07-29,94,6,6,20
139433,42925,2022-11-15,164,14,0,50
139434,30797,2023-03-21,121,7,11,68
139435,41923,2023-11-08,123,20,11,68
139436,17262,2023-11-20,93,13,7,92
139437,20831,2023-06-02,231,14,3,72
139438,9179,2025-03-03,36,8,13,58
139439,135,2023-02-05,179,7,0,34
139440,14520,2022-08-31,150,12,15,89
139441,35608,2024-06-23,157,7,12,29
139442,7033,2023-12-31,43,7,10,38
139443,45961,2024-08-03,92,13,13,55
139444,45373,2024-05-30,193,19,7,18
139445,44434,2024-02-26,197,8,9,49
139446,1379,2022-12-20,155,4,2,23
139447,4683,2025-03-30,229,15,11,54
139448,19363,2023-12-18,112,10,5,67
139449,13245,2022-12-29,85,3,15,54
139450,33689,2022-06-06,42,14,6,78
139451,41371,2022-06-21,224,4,8,91
139452,27545,2022-03-15,38,6,11,33
139453,41325,2025-04-06,174,17,2,89
139454,18164,2022-07-21,152,8,5,81
139455,12399,2022-07-10,36,20,7,78
139456,45114,2024-05-08,199,14,0,52
139457,15378,2024-08-27,215,2,4,35
139458,40820,2023-12-14,180,20,12,41
139459,45539,2022-09-20,76,1,1,10
139460,1812,2023-05-05,30,18,9,38
139461,41946,2022-04-17,197,6,7,15
139462,44905,2024-10-19,1,4,15,84
139463,17312,2024-06-15,198,3,10,62
139464,40582,2023-03-02,42,1,4,32
139465,7938,2023-03-19,111,17,5,42
139466,28117,2024-06-27,169,3,9,5
139467,40444,2024-10-27,182,13,14,69
139468,5942,2023-09-14,144,12,13,83
139469,2517,2023-07-12,155,17,0,91
139470,28629,2024-08-04,166,10,2,98
139471,10741,2024-04-18,183,18,0,37
139472,13184,2023-06-29,70,5,12,23
139473,6374,2024-04-09,30,14,11,58
139474,36145,2024-07-23,214,19,1,81
139475,17694,2022-05-20,48,11,2,85
139476,6690,2024-08-25,176,17,0,60
139477,9181,2022-02-10,64,3,2,74
139478,23462,2024-04-29,69,4,6,39
139479,26486,2023-04-07,114,5,11,8
139480,13208,2025-04-04,49,1,9,78
139481,21127,2022-05-10,112,7,2,96
139482,31385,2024-04-26,27,14,12,34
139483,41573,2023-10-07,104,8,10,61
139484,27766,2023-08-18,85,3,9,64
139485,2069,2024-11-05,58,19,4,1
139486,11540,2022-12-11,175,7,0,43
139487,45023,2025-03-12,30,20,10,9
139488,35161,2022-10-17,108,7,2,35
139489,19018,2024-01-01,160,4,12,76
139490,26528,2023-06-03,80,7,10,52
139491,37052,2022-11-27,89,17,1,30
139492,30130,2022-11-07,3,13,5,94
139493,20380,2023-09-06,231,16,5,13
139494,23520,2023-08-26,10,5,2,36
139495,39571,2022-05-07,98,7,13,13
139496,24785,2023-07-10,164,5,15,41
139497,40858,2023-05-06,71,16,13,45
139498,48502,2023-08-23,172,10,6,8
139499,39460,2022-07-05,182,8,7,37
139500,43290,2024-04-14,19,2,5,56
139501,18122,2023-07-30,190,14,2,88
139502,26240,2022-10-19,120,6,6,91
139503,9763,2022-10-28,100,6,14,69
139504,8571,2024-09-07,224,4,2,94
139505,36288,2024-11-15,188,11,10,93
139506,24335,2022-08-07,86,9,4,4
139507,11926,2023-08-17,33,9,0,28
139508,10802,2023-12-31,105,9,7,31
139509,23005,2024-02-06,210,15,4,13
139510,43886,2022-04-29,135,18,5,93
139511,28435,2023-01-18,239,3,5,32
139512,12311,2025-01-09,80,16,14,23
139513,13024,2023-10-09,2,15,14,77
139514,10582,2022-04-27,193,4,2,26
139515,37774,2022-11-17,85,11,11,98
139516,18663,2022-06-27,219,18,13,67
139517,17586,2024-02-13,23,19,0,56
139518,1369,2022-10-08,93,10,1,24
139519,37342,2023-05-25,103,6,1,70
139520,48300,2023-06-04,52,10,1,74
139521,34539,2025-02-12,129,11,6,20
139522,5234,2025-01-08,32,8,6,48
139523,44800,2022-06-17,208,19,13,58
139524,9808,2022-07-05,199,16,4,84
139525,34549,2022-08-23,174,10,5,89
139526,3500,2024-09-26,238,20,1,87
139527,14029,2022-12-10,68,1,10,12
139528,24223,2023-10-29,61,6,10,88
139529,12059,2023-12-29,115,14,14,67
139530,27104,2023-08-22,80,16,8,78
139531,12025,2023-09-12,108,2,7,78
139532,1995,2023-12-17,189,10,6,40
139533,36493,2022-11-14,120,3,10,80
139534,2132,2024-11-30,69,1,1,19
139535,40871,2022-04-17,57,5,0,18
139536,3256,2022-08-11,224,5,10,9
139537,39368,2022-06-05,219,20,4,3
139538,19386,2023-08-31,15,1,13,57
139539,15023,2023-10-02,15,17,2,20
139540,24891,2024-04-15,67,10,8,55
139541,18984,2024-04-03,141,4,2,70
139542,13464,2022-09-05,29,19,15,0
139543,11259,2022-02-15,198,20,3,64
139544,16976,2023-11-18,137,19,0,72
139545,42696,2024-12-15,174,3,0,8
139546,31320,2022-05-18,21,8,1,64
139547,6628,2023-12-16,198,10,10,42
139548,26321,2022-03-09,202,17,11,84
139549,48460,2025-04-10,189,8,3,56
139550,28493,2022-05-19,229,17,14,90
139551,1708,2022-01-03,70,3,2,98
139552,15414,2024-04-29,3,17,2,47
139553,19930,2022-08-30,75,20,8,77
139554,33258,2024-01-06,177,17,1,37
139555,6211,2024-01-24,181,6,10,5
139556,10178,2023-12-21,66,18,1,47
139557,17810,2023-02-24,85,7,10,57
139558,34257,2024-08-13,50,3,15,41
139559,31349,2025-03-06,170,4,14,45
139560,47920,2022-01-15,184,13,7,12
139561,35117,2024-05-04,6,8,10,39
139562,4088,2024-06-05,203,8,6,24
139563,45031,2022-03-15,69,10,2,22
139564,4966,2022-03-28,221,20,14,89
139565,47602,2024-11-24,81,1,13,93
139566,23792,2024-08-27,207,14,5,5
139567,28629,2022-10-10,48,7,13,45
139568,9565,2022-12-25,116,17,4,52
139569,6367,2024-02-05,192,3,10,58
139570,1550,2024-03-18,223,9,13,3
139571,46325,2022-09-16,146,2,12,43
139572,28611,2024-01-17,209,18,9,82
139573,10564,2024-08-05,197,1,6,27
139574,41898,2024-04-06,33,14,2,62
139575,28224,2024-09-19,211,13,11,53
139576,18519,2022-11-20,129,3,12,66
139577,26945,2023-10-15,5,1,7,75
139578,31536,2022-06-23,194,13,14,29
139579,32161,2022-01-17,42,14,3,46
139580,29976,2022-04-30,112,13,7,50
139581,3048,2023-06-15,232,17,13,43
139582,17995,2023-06-01,217,18,0,12
139583,43592,2023-09-26,35,5,7,12
139584,18227,2023-09-25,72,13,0,43
139585,43779,2022-12-14,98,6,2,55
139586,47942,2025-04-03,153,7,0,15
139587,46255,2022-07-02,230,9,6,1
139588,18983,2023-07-01,142,18,5,14
139589,27189,2023-06-08,172,18,6,50
139590,12752,2022-10-09,218,3,13,54
139591,2952,2023-07-27,197,11,15,70
139592,17883,2022-10-17,76,17,3,88
139593,1779,2024-05-12,193,13,6,45
139594,5121,2022-12-14,88,15,0,98
139595,47366,2024-11-29,84,15,4,67
139596,35847,2022-08-14,176,5,13,6
139597,49541,2023-09-17,174,14,1,31
139598,19027,2024-11-03,97,11,1,84
139599,7244,2022-04-13,54,5,2,33
139600,42780,2023-06-21,123,4,10,63
139601,8777,2025-03-18,132,16,12,46
139602,21764,2024-04-04,4,3,15,57
139603,20335,2025-01-05,151,16,14,49
139604,47878,2022-06-23,200,18,14,65
139605,35439,2025-02-07,51,10,15,7
139606,39962,2024-07-06,35,9,1,4
139607,2035,2022-01-12,111,20,1,17
139608,40829,2022-03-17,226,16,10,61
139609,47255,2023-02-18,73,13,11,13
139610,24121,2025-01-29,186,2,15,70
139611,34249,2022-06-20,25,17,2,83
139612,20598,2022-07-20,9,3,10,19
139613,44118,2022-06-01,106,2,0,86
139614,11542,2024-11-22,134,2,9,98
139615,45967,2023-06-01,68,14,9,86
139616,2713,2023-03-27,167,13,3,32
139617,33211,2022-03-10,77,4,14,41
139618,15155,2024-03-21,75,18,10,12
139619,45202,2024-05-31,56,7,15,70
139620,46011,2024-07-09,117,18,1,46
139621,8235,2025-03-17,224,18,12,48
139622,9439,2024-04-07,47,19,5,46
139623,44052,2023-05-21,11,7,10,78
139624,46683,2024-07-04,47,13,6,62
139625,32442,2024-02-27,3,13,14,71
139626,43119,2024-03-06,213,12,2,74
139627,33075,2023-11-21,48,7,7,84
139628,36806,2022-12-25,59,18,6,18
139629,20527,2023-12-18,217,13,7,59
139630,736,2024-08-05,19,10,1,83
139631,11364,2024-06-05,24,15,4,94
139632,7750,2022-09-30,74,2,0,99
139633,16934,2024-06-29,102,16,11,91
139634,8833,2023-01-22,125,4,0,11
139635,28294,2024-08-12,198,16,3,53
139636,39649,2025-01-29,127,2,12,97
139637,29373,2024-04-10,208,6,1,73
139638,9460,2022-10-19,147,13,1,28
139639,26219,2022-06-07,203,6,15,31
139640,4136,2024-08-27,204,4,4,51
139641,34580,2024-05-24,92,17,7,3
139642,10068,2022-11-16,211,5,3,62
139643,47362,2023-11-03,232,1,10,91
139644,41027,2024-05-08,83,14,13,43
139645,18808,2025-03-19,37,4,10,47
139646,3292,2022-02-20,22,4,2,70
139647,6343,2023-06-04,26,9,1,89
139648,39718,2022-04-15,85,9,1,74
139649,27654,2023-10-13,106,8,2,92
139650,44968,2022-05-22,112,16,1,29
139651,2159,2023-02-06,49,18,4,24
139652,25836,2024-02-16,233,12,7,28
139653,4869,2022-12-08,74,18,6,72
139654,29465,2023-12-30,162,8,0,82
139655,41416,2022-07-31,80,13,11,54
139656,8931,2022-08-18,93,19,5,16
139657,35319,2023-02-18,81,3,9,54
139658,42441,2024-07-31,169,13,8,10
139659,27500,2023-07-23,71,10,13,57
139660,34021,2022-05-24,115,12,4,82
139661,9120,2024-01-19,32,8,10,36
139662,34682,2025-02-20,131,12,14,4
139663,24269,2024-03-18,53,8,13,91
139664,20818,2025-02-25,28,19,1,9
139665,2391,2025-02-03,238,8,6,26
139666,26910,2023-09-25,80,15,15,12
139667,10442,2023-08-31,41,18,5,99
139668,30191,2022-07-06,60,9,9,30
139669,41922,2023-01-06,201,9,0,67
139670,18749,2023-07-20,9,6,10,89
139671,9971,2022-05-31,146,3,13,88
139672,2638,2024-01-29,188,20,12,40
139673,25690,2024-01-06,76,2,0,63
139674,17000,2022-06-28,111,16,4,95
139675,40488,2024-12-25,148,18,8,63
139676,23655,2022-03-21,28,5,13,87
139677,23865,2025-03-31,90,1,4,22
139678,33412,2023-12-18,147,2,12,99
139679,7077,2025-01-08,224,8,15,96
139680,4602,2023-07-26,66,2,10,68
139681,5018,2023-10-01,220,8,14,11
139682,45429,2022-09-19,171,1,9,3
139683,41446,2022-09-08,69,11,11,81
139684,49949,2025-02-14,194,3,2,68
139685,21458,2024-11-02,131,7,13,97
139686,18847,2025-03-16,175,18,14,37
139687,31841,2022-05-08,44,9,11,33
139688,43388,2023-01-13,5,18,15,23
139689,25265,2023-12-12,231,12,12,93
139690,22572,2025-02-09,184,8,5,29
139691,46964,2022-04-05,122,9,8,7
139692,24685,2023-06-23,2,18,10,43
139693,36952,2022-10-10,232,1,4,56
139694,46684,2024-09-25,212,17,2,28
139695,49681,2024-06-18,175,16,9,99
139696,41682,2022-01-19,237,16,9,42
139697,538,2024-04-10,174,7,13,98
139698,17867,2023-05-01,165,7,8,33
139699,21709,2023-06-06,160,20,12,55
139700,43407,2025-03-02,56,15,7,62
139701,41314,2024-01-13,85,4,9,41
139702,20172,2023-07-07,66,15,0,36
139703,21685,2023-06-16,130,2,3,78
139704,21537,2022-03-25,139,6,1,98
139705,42459,2022-05-06,122,18,15,10
139706,20385,2022-03-10,237,9,12,78
139707,47942,2024-12-11,158,7,9,55
139708,13622,2023-06-10,174,11,5,93
139709,32807,2023-05-21,119,8,8,39
139710,46036,2023-06-07,94,19,4,26
139711,26090,2023-05-29,101,19,0,58
139712,17716,2024-10-23,5,19,1,94
139713,3384,2023-07-29,49,5,11,84
139714,23279,2022-10-05,225,10,10,39
139715,7823,2023-07-17,236,20,2,26
139716,10166,2022-09-09,125,20,5,100
139717,15335,2025-04-14,8,1,11,12
139718,34628,2023-08-17,224,8,12,13
139719,35181,2022-02-26,143,12,10,14
139720,34754,2022-01-01,1,18,5,87
139721,47544,2024-02-23,51,14,12,21
139722,21004,2022-05-14,129,10,3,96
139723,35097,2023-03-28,20,11,10,18
139724,34870,2022-08-11,27,3,9,57
139725,29182,2024-08-22,92,13,8,55
139726,48418,2025-03-26,222,3,3,82
139727,4446,2024-11-12,140,19,12,11
139728,22545,2022-07-16,15,11,5,79
139729,38895,2022-02-14,52,17,5,56
139730,44661,2024-05-27,8,13,9,39
139731,21857,2024-12-08,34,12,1,29
139732,8673,2024-05-17,204,15,14,64
139733,49625,2023-03-28,81,15,13,11
139734,27016,2023-08-12,110,9,0,32
139735,47192,2022-01-12,120,11,11,92
139736,11155,2023-02-27,31,1,7,62
139737,5549,2024-01-08,219,14,15,71
139738,24177,2023-05-25,197,19,0,57
139739,19263,2022-05-22,192,14,12,84
139740,11487,2023-01-22,46,19,3,94
139741,17336,2023-07-03,107,10,14,11
139742,18442,2025-01-27,143,6,10,98
139743,14820,2022-06-26,125,6,7,2
139744,46178,2024-10-25,162,6,11,90
139745,35789,2025-03-12,114,17,7,36
139746,28795,2024-08-18,127,17,13,28
139747,45885,2022-08-07,35,16,11,26
139748,23026,2024-01-12,29,16,9,6
139749,19986,2024-03-19,39,12,5,89
139750,17247,2022-08-17,42,1,1,36
139751,33678,2025-02-11,77,4,6,26
139752,29279,2024-03-07,95,16,12,75
139753,16948,2023-01-20,134,12,8,83
139754,947,2023-02-19,232,2,5,18
139755,44163,2022-01-03,18,5,15,73
139756,14178,2024-04-02,68,10,8,18
139757,49266,2024-06-22,160,12,1,38
139758,34003,2022-07-26,119,5,8,51
139759,17676,2024-07-10,175,7,4,97
139760,18083,2024-02-18,135,9,7,40
139761,5175,2022-12-27,136,16,15,60
139762,40374,2022-05-26,32,18,4,86
139763,27331,2022-12-10,204,3,0,61
139764,48426,2023-09-06,66,5,7,28
139765,25225,2024-04-23,37,19,6,33
139766,6681,2023-04-19,166,6,7,66
139767,44418,2023-05-18,188,16,9,36
139768,24389,2024-02-12,173,12,4,33
139769,14059,2023-04-29,192,17,15,6
139770,20901,2022-04-18,134,16,6,20
139771,26837,2023-11-20,147,19,8,31
139772,3217,2022-12-10,61,17,13,32
139773,37277,2024-07-02,147,13,9,86
139774,42631,2022-11-12,176,7,3,92
139775,10406,2022-03-17,26,12,14,16
139776,29117,2023-04-29,108,16,3,55
139777,43071,2024-05-04,166,7,8,93
139778,4477,2024-07-31,58,14,13,94
139779,2736,2022-08-26,208,12,15,98
139780,46096,2025-01-28,36,3,5,37
139781,25879,2022-07-21,157,9,15,7
139782,37277,2023-08-07,11,8,11,35
139783,47410,2023-06-30,239,20,5,8
139784,12318,2025-03-17,40,15,14,82
139785,49730,2022-06-26,105,11,9,98
139786,35366,2022-10-01,227,19,2,61
139787,12445,2022-11-21,158,13,0,5
139788,11159,2023-06-16,112,11,9,50
139789,19683,2023-01-19,34,13,3,33
139790,19298,2023-10-25,118,19,1,6
139791,45414,2025-03-19,194,1,4,32
139792,7679,2022-02-21,219,2,7,37
139793,32673,2022-02-27,34,8,11,64
139794,49595,2023-09-20,24,2,12,39
139795,17625,2023-01-25,24,2,5,27
139796,5152,2022-01-03,197,7,8,78
139797,19527,2024-12-06,151,12,8,24
139798,41809,2024-07-04,71,7,11,30
139799,34555,2023-05-11,221,8,15,9
139800,40552,2022-02-22,109,3,3,59
139801,12778,2024-02-23,13,12,10,11
139802,22649,2024-09-05,90,6,2,69
139803,1894,2022-02-06,168,9,8,40
139804,38531,2022-06-21,10,8,6,32
139805,6410,2023-12-04,105,6,13,57
139806,21820,2024-12-23,222,13,1,19
139807,25601,2022-01-02,44,7,1,16
139808,33643,2024-12-07,55,13,14,83
139809,13805,2022-08-11,9,20,3,93
139810,21664,2023-07-09,39,16,11,35
139811,17954,2022-12-23,175,4,3,53
139812,48210,2024-03-14,120,1,12,52
139813,48547,2023-04-04,180,4,7,22
139814,31334,2023-04-06,191,10,8,26
139815,10368,2024-02-02,36,16,3,84
139816,15290,2022-05-27,80,8,10,56
139817,42602,2024-10-30,173,19,13,15
139818,37758,2022-04-05,232,7,15,10
139819,24690,2023-09-14,126,8,6,45
139820,26139,2024-12-16,211,8,0,45
139821,13078,2023-03-09,194,20,9,77
139822,29965,2023-09-09,186,17,11,62
139823,31092,2022-01-10,137,5,14,19
139824,31812,2022-06-01,191,1,12,51
139825,43554,2023-09-18,240,13,8,80
139826,43119,2023-08-05,183,5,11,78
139827,11249,2023-05-18,151,5,4,98
139828,16648,2024-09-02,14,7,15,9
139829,14314,2025-01-04,192,9,5,36
139830,11305,2024-10-24,211,9,8,91
139831,38221,2023-10-11,32,20,6,16
139832,42300,2024-09-01,80,9,9,18
139833,14551,2022-01-04,178,9,2,55
139834,40148,2024-01-27,51,2,12,21
139835,9625,2022-09-22,147,1,4,64
139836,10642,2023-01-30,15,18,15,8
139837,32301,2022-11-15,74,1,2,99
139838,3220,2023-05-31,158,4,5,17
139839,15674,2024-09-28,211,6,7,5
139840,21473,2024-04-05,164,1,2,45
139841,23526,2022-02-01,1,8,6,75
139842,21602,2022-12-04,43,7,14,86
139843,13968,2023-03-08,121,15,7,56
139844,46119,2022-09-12,57,1,11,7
139845,33940,2023-03-19,151,6,11,99
139846,49621,2022-08-04,234,2,14,85
139847,39648,2025-01-20,64,15,8,83
139848,9278,2023-01-10,146,20,8,84
139849,48114,2022-01-05,9,15,13,71
139850,35721,2022-04-05,28,18,11,36
139851,9900,2022-08-16,3,9,9,71
139852,48202,2023-10-30,189,19,1,90
139853,29409,2024-05-21,96,20,11,17
139854,32694,2024-01-19,56,4,2,2
139855,17588,2023-01-16,240,20,7,8
139856,44641,2024-09-21,27,19,15,23
139857,48962,2022-02-11,133,12,14,72
139858,25689,2023-02-09,173,13,10,80
139859,6853,2024-03-04,221,5,8,57
139860,37489,2024-11-07,19,15,13,97
139861,1094,2022-11-29,18,7,8,26
139862,28817,2023-09-16,178,3,1,26
139863,42903,2025-01-02,102,15,0,69
139864,41858,2023-04-14,213,9,0,11
139865,8463,2025-01-31,60,10,9,100
139866,23485,2023-04-08,189,17,8,70
139867,7334,2024-09-24,153,8,9,46
139868,21875,2024-10-31,148,15,5,90
139869,6506,2022-07-27,120,8,0,7
139870,19457,2022-03-28,195,13,5,44
139871,46975,2024-09-10,60,8,12,74
139872,3545,2022-02-10,31,16,5,92
139873,16933,2023-01-26,206,10,14,65
139874,16074,2024-05-06,112,15,7,0
139875,47018,2023-06-06,53,12,8,65
139876,33024,2022-03-27,126,10,10,31
139877,13160,2022-01-02,211,15,14,67
139878,34827,2022-11-01,182,10,15,38
139879,43732,2022-10-08,62,6,4,31
139880,5498,2022-07-23,140,3,4,25
139881,3760,2022-12-07,67,10,6,31
139882,32834,2024-09-20,221,13,6,29
139883,18704,2023-12-23,182,10,12,18
139884,1845,2024-04-21,62,3,1,18
139885,28484,2022-08-09,22,14,1,57
139886,36835,2022-09-02,142,19,6,25
139887,4782,2024-05-14,78,1,5,36
139888,49316,2023-07-07,186,11,15,17
139889,12186,2022-03-24,174,1,2,37
139890,20967,2022-11-28,124,4,7,45
139891,27644,2024-04-11,190,9,10,6
139892,36533,2022-01-11,220,12,12,51
139893,43444,2024-07-07,59,13,14,8
139894,20958,2022-07-12,153,3,8,45
139895,17930,2023-11-26,125,9,11,51
139896,35468,2024-12-05,179,11,11,14
139897,8948,2022-04-26,97,9,12,52
139898,32980,2022-06-19,124,3,9,0
139899,25875,2023-06-02,11,12,14,40
139900,42439,2022-02-13,60,5,11,79
139901,10709,2022-03-27,212,19,2,18
139902,639,2022-11-18,181,10,1,93
139903,37876,2022-07-22,216,18,10,47
139904,47663,2023-06-13,159,18,12,50
139905,37495,2022-07-20,213,6,11,3
139906,14121,2023-05-30,10,20,7,43
139907,10716,2024-03-01,218,14,9,49
