subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew
6111,6111,Starter,Monthly,2022-06-29,2022-10-30,15,Active,True
6112,6112,Pro,Yearly,2022-11-20,2023-12-09,35,Cancelled,False
6113,6113,Pro,Monthly,2022-09-24,2024-09-12,35,Cancelled,False
6114,6114,Enterprise,Monthly,2022-02-12,2023-06-03,99,Paused,True
6115,6115,Starter,Yearly,2024-05-24,2025-12-09,15,Active,True
6116,6116,Starter,Monthly,2024-07-09,2025-10-27,15,Active,True
6117,6117,Pro,Yearly,2022-10-18,2023-05-02,35,Cancelled,True
6118,6118,Free,Monthly,2025-01-14,2025-04-13,0,Paused,False
6119,6119,Starter,Yearly,2023-03-28,2025-01-26,15,Cancelled,False
6120,6120,Pro,Monthly,2023-03-30,2024-03-10,35,Active,False
6121,6121,Free,Monthly,2022-01-14,2022-11-23,0,Paused,True
6122,6122,Pro,Yearly,2022-05-14,2023-01-28,35,Cancelled,True
6123,6123,Starter,Yearly,2023-06-24,2025-01-22,15,Cancelled,True
6124,6124,Starter,Yearly,2024-10-08,2025-03-16,15,Paused,False
6125,6125,Starter,Monthly,2024-12-03,2025-12-22,15,Paused,False
6126,6126,Pro,Monthly,2024-11-17,2025-10-11,35,Cancelled,False
6127,6127,Starter,Yearly,2023-05-26,2025-01-03,15,Cancelled,True
6128,6128,Pro,Monthly,2023-02-03,2024-07-05,35,Paused,True
6129,6129,Pro,Monthly,2024-02-25,2024-11-27,35,Active,True
6130,6130,Starter,Yearly,2025-04-07,2026-05-15,15,Paused,True
6131,6131,Pro,Monthly,2024-04-17,2026-01-28,35,Active,True
6132,6132,Starter,Yearly,2022-06-02,2024-03-24,15,Paused,False
6133,6133,Enterprise,Yearly,2022-11-07,2023-04-05,99,Active,False
6134,6134,Pro,Monthly,2023-10-17,2024-06-30,35,Paused,True
6135,6135,Starter,Monthly,2022-11-11,2024-04-25,15,Cancelled,False
6136,6136,Starter,Monthly,2022-07-13,2024-05-05,15,Cancelled,False
6137,6137,Pro,Yearly,2023-07-15,2025-02-25,35,Cancelled,True
6138,6138,Pro,Yearly,2023-11-25,2024-10-17,35,Paused,False
6139,6139,Free,Yearly,2023-10-15,2024-02-07,0,Paused,False
6140,6140,Pro,Yearly,2024-03-13,2025-01-13,35,Cancelled,False
6141,6141,Enterprise,Yearly,2024-12-16,2025-11-01,99,Active,False
6142,6142,Pro,Yearly,2023-12-20,2025-09-30,35,Active,False
6143,6143,Starter,Monthly,2023-06-14,2024-08-08,15,Active,True
6144,6144,Starter,Monthly,2022-08-13,2023-09-18,15,Paused,False
6145,6145,Starter,Monthly,2024-08-19,2025-09-25,15,Active,False
6146,6146,Starter,Monthly,2023-01-21,2025-01-06,15,Paused,True
6147,6147,Starter,Monthly,2023-08-27,2024-11-30,15,Paused,False
6148,6148,Starter,Yearly,2024-12-06,2025-04-08,15,Cancelled,False
6149,6149,Free,Monthly,2022-05-19,2023-08-28,0,Active,False
6150,6150,Starter,Monthly,2022-10-20,2023-02-15,15,Active,False
6151,6151,Starter,Monthly,2023-09-03,2024-01-07,15,Active,False
6152,6152,Pro,Monthly,2023-07-14,2024-12-08,35,Active,False
6153,6153,Free,Monthly,2022-04-24,2022-08-29,0,Paused,True
6154,6154,Free,Monthly,2024-05-17,2024-10-22,0,Paused,False
6155,6155,Pro,Yearly,2022-05-25,2022-10-31,35,Active,True
6156,6156,Free,Yearly,2022-03-02,2022-12-23,0,Cancelled,False
6157,6157,Starter,Yearly,2023-05-20,2025-03-15,15,Paused,True
6158,6158,Free,Yearly,2023-04-13,2024-01-01,0,Paused,True
6159,6159,Pro,Monthly,2025-04-10,2026-06-22,35,Cancelled,False
6160,6160,Starter,Monthly,2023-03-02,2024-04-17,15,Active,True
6161,6161,Starter,Yearly,2024-06-27,2026-02-19,15,Cancelled,True
6162,6162,Pro,Monthly,2022-04-20,2023-12-05,35,Active,True
6163,6163,Starter,Yearly,2024-02-11,2024-07-01,15,Active,True
6164,6164,Starter,Yearly,2024-07-30,2026-02-28,15,Active,False
6165,6165,Free,Yearly,2022-02-25,2023-12-20,0,Paused,True
6166,6166,Enterprise,Yearly,2022-02-11,2024-01-05,99,Active,True
6167,6167,Pro,Monthly,2023-08-27,2024-11-30,35,Paused,True
6168,6168,Pro,Monthly,2022-05-03,2023-07-04,35,Active,False
6169,6169,Starter,Monthly,2023-08-24,2024-08-19,15,Paused,True
6170,6170,Pro,Yearly,2022-08-27,2023-05-14,35,Cancelled,False
6171,6171,Free,Monthly,2025-04-10,2027-02-14,0,Cancelled,False
6172,6172,Starter,Yearly,2024-06-14,2025-08-31,15,Paused,False
6173,6173,Starter,Monthly,2023-01-13,2023-05-23,15,Paused,True
6174,6174,Free,Monthly,2023-12-25,2024-02-04,0,Paused,False
6175,6175,Pro,Yearly,2023-07-19,2025-01-08,35,Paused,False
6176,6176,Starter,Monthly,2024-01-01,2025-04-17,15,Paused,False
6177,6177,Pro,Yearly,2022-12-18,2023-10-06,35,Cancelled,True
6178,6178,Pro,Yearly,2023-10-30,2025-08-23,35,Cancelled,True
6179,6179,Pro,Monthly,2023-10-14,2024-10-16,35,Paused,True
6180,6180,Starter,Yearly,2022-04-24,2024-03-13,15,Cancelled,False
6181,6181,Pro,Monthly,2025-04-05,2025-05-11,35,Active,True
6182,6182,Free,Yearly,2024-12-16,2025-05-01,0,Cancelled,True
6183,6183,Starter,Monthly,2022-11-18,2023-07-07,15,Cancelled,True
6184,6184,Starter,Yearly,2025-03-27,2025-06-14,15,Cancelled,True
6185,6185,Starter,Yearly,2025-02-15,2026-12-19,15,Cancelled,False
6186,6186,Pro,Yearly,2024-11-13,2026-04-01,35,Active,True
6187,6187,Pro,Monthly,2023-07-07,2024-09-17,35,Paused,False
6188,6188,Pro,Monthly,2022-11-23,2023-07-27,35,Cancelled,True
6189,6189,Enterprise,Monthly,2022-11-18,2023-12-31,99,Active,False
6190,6190,Pro,Yearly,2023-01-06,2024-01-31,35,Cancelled,True
6191,6191,Pro,Monthly,2024-04-14,2025-03-04,35,Active,True
6192,6192,Starter,Yearly,2024-05-08,2025-09-30,15,Paused,False
6193,6193,Starter,Yearly,2023-09-07,2024-05-31,15,Active,True
6194,6194,Free,Monthly,2022-11-11,2024-05-12,0,Active,False
6195,6195,Starter,Yearly,2024-04-02,2024-05-21,15,Paused,True
6196,6196,Starter,Monthly,2022-10-20,2023-01-24,15,Cancelled,True
6197,6197,Starter,Yearly,2022-10-12,2024-09-14,15,Active,False
6198,6198,Pro,Monthly,2023-03-25,2023-09-27,35,Cancelled,True
6199,6199,Free,Monthly,2023-11-13,2024-11-05,0,Active,False
6200,6200,Pro,Yearly,2022-01-13,2023-09-19,35,Paused,False
6201,6201,Free,Monthly,2022-07-17,2024-07-07,0,Paused,False
6202,6202,Enterprise,Monthly,2024-10-14,2026-05-31,99,Cancelled,True
6203,6203,Pro,Monthly,2022-10-27,2023-01-29,35,Active,False
6204,6204,Pro,Yearly,2024-06-22,2024-11-16,35,Cancelled,True
6205,6205,Pro,Monthly,2025-04-08,2026-05-30,35,Active,True
6206,6206,Enterprise,Yearly,2023-01-02,2024-03-31,99,Cancelled,False
6207,6207,Pro,Yearly,2024-11-23,2025-07-24,35,Cancelled,False
6208,6208,Enterprise,Monthly,2024-01-26,2025-10-13,99,Active,True
6209,6209,Starter,Monthly,2022-05-05,2024-01-25,15,Cancelled,True
6210,6210,Starter,Monthly,2023-01-17,2024-07-30,15,Active,True
6211,6211,Enterprise,Yearly,2025-02-10,2025-07-29,99,Paused,False
6212,6212,Starter,Monthly,2025-01-18,2026-11-02,15,Cancelled,True
6213,6213,Starter,Monthly,2022-09-18,2022-12-26,15,Paused,True
6214,6214,Pro,Yearly,2022-04-28,2024-04-27,35,Cancelled,True
6215,6215,Starter,Monthly,2022-05-24,2022-08-03,15,Cancelled,False
6216,6216,Pro,Yearly,2025-03-13,2025-09-22,35,Paused,False
6217,6217,Starter,Monthly,2024-02-02,2025-04-04,15,Cancelled,True
6218,6218,Enterprise,Yearly,2023-08-12,2023-12-24,99,Active,False
6219,6219,Pro,Monthly,2024-03-28,2025-05-11,35,Paused,True
6220,6220,Enterprise,Monthly,2023-09-09,2024-02-28,99,Cancelled,False
6221,6221,Pro,Monthly,2023-06-02,2025-03-19,35,Paused,False
6222,6222,Pro,Monthly,2024-11-27,2026-05-03,35,Cancelled,True
6223,6223,Starter,Monthly,2022-04-25,2022-08-23,15,Active,False
6224,6224,Free,Monthly,2024-01-17,2024-08-30,0,Paused,True
6225,6225,Starter,Monthly,2024-07-22,2024-09-23,15,Cancelled,True
6226,6226,Pro,Monthly,2023-11-19,2024-12-12,35,Cancelled,True
6227,6227,Enterprise,Yearly,2023-01-24,2023-08-27,99,Paused,True
6228,6228,Starter,Yearly,2024-08-22,2025-12-13,15,Active,False
6229,6229,Enterprise,Monthly,2022-03-01,2023-07-26,99,Paused,False
6230,6230,Pro,Yearly,2024-08-05,2025-06-06,35,Cancelled,False
6231,6231,Starter,Yearly,2024-08-30,2025-10-08,15,Cancelled,True
6232,6232,Pro,Yearly,2022-02-01,2023-01-17,35,Cancelled,False
6233,6233,Free,Yearly,2025-02-18,2025-09-25,0,Active,True
6234,6234,Pro,Yearly,2022-07-26,2024-03-22,35,Cancelled,True
6235,6235,Starter,Monthly,2023-12-15,2025-01-30,15,Cancelled,True
6236,6236,Pro,Yearly,2023-03-12,2025-03-08,35,Cancelled,True
6237,6237,Free,Yearly,2024-03-11,2024-07-30,0,Paused,True
6238,6238,Enterprise,Yearly,2025-03-22,2026-07-05,99,Active,False
6239,6239,Free,Monthly,2023-12-19,2024-12-28,0,Active,True
6240,6240,Starter,Yearly,2023-11-24,2024-05-12,15,Paused,False
6241,6241,Starter,Monthly,2022-11-25,2024-05-11,15,Active,False
6242,6242,Pro,Monthly,2023-02-18,2025-01-30,35,Active,True
6243,6243,Free,Yearly,2023-09-26,2024-07-06,0,Active,True
6244,6244,Free,Monthly,2023-07-24,2024-01-30,0,Cancelled,True
6245,6245,Starter,Yearly,2024-04-26,2026-03-05,15,Paused,False
6246,6246,Pro,Yearly,2024-09-14,2025-12-18,35,Active,False
6247,6247,Pro,Monthly,2022-03-01,2022-07-25,35,Active,False
6248,6248,Pro,Monthly,2022-10-21,2023-10-01,35,Cancelled,False
6249,6249,Starter,Yearly,2022-09-15,2023-10-19,15,Paused,False
6250,6250,Starter,Yearly,2024-08-21,2024-10-15,15,Paused,False
6251,6251,Starter,Monthly,2025-01-24,2025-06-02,15,Paused,False
6252,6252,Starter,Monthly,2023-04-03,2025-03-10,15,Cancelled,True
6253,6253,Pro,Yearly,2023-06-20,2024-04-15,35,Cancelled,False
6254,6254,Pro,Monthly,2022-07-06,2023-12-26,35,Cancelled,False
6255,6255,Enterprise,Monthly,2022-08-29,2024-08-21,99,Paused,False
6256,6256,Enterprise,Monthly,2024-03-21,2025-05-17,99,Paused,True
6257,6257,Starter,Yearly,2023-11-22,2025-06-14,15,Paused,False
6258,6258,Enterprise,Monthly,2025-02-24,2025-11-19,99,Active,False
6259,6259,Pro,Yearly,2023-03-28,2025-02-16,35,Paused,True
6260,6260,Pro,Yearly,2023-10-23,2024-09-15,35,Cancelled,True
6261,6261,Starter,Monthly,2022-09-19,2023-10-20,15,Paused,False
6262,6262,Enterprise,Monthly,2022-08-26,2023-07-11,99,Paused,False
6263,6263,Pro,Monthly,2023-05-10,2023-12-22,35,Cancelled,False
6264,6264,Starter,Yearly,2023-05-26,2023-12-17,15,Cancelled,False
6265,6265,Free,Monthly,2022-05-23,2024-02-12,0,Cancelled,False
6266,6266,Starter,Monthly,2024-04-09,2025-05-20,15,Paused,False
6267,6267,Starter,Yearly,2023-06-19,2024-03-28,15,Paused,False
6268,6268,Starter,Yearly,2023-08-19,2024-06-22,15,Active,True
6269,6269,Starter,Monthly,2024-10-31,2026-08-13,15,Cancelled,True
6270,6270,Starter,Monthly,2025-01-11,2026-12-28,15,Cancelled,False
6271,6271,Starter,Yearly,2024-08-01,2024-12-26,15,Paused,False
6272,6272,Enterprise,Monthly,2022-06-14,2024-01-16,99,Cancelled,False
6273,6273,Pro,Monthly,2023-05-11,2025-04-15,35,Cancelled,False
6274,6274,Free,Monthly,2024-08-26,2025-01-21,0,Active,False
6275,6275,Pro,Yearly,2022-01-11,2023-10-05,35,Cancelled,False
6276,6276,Free,Yearly,2025-03-11,2026-02-26,0,Cancelled,False
6277,6277,Free,Yearly,2025-01-29,2025-09-22,0,Active,True
6278,6278,Starter,Yearly,2022-10-26,2023-01-07,15,Paused,False
6279,6279,Pro,Yearly,2022-02-17,2023-06-28,35,Cancelled,True
6280,6280,Starter,Monthly,2024-02-02,2024-10-13,15,Paused,False
6281,6281,Free,Yearly,2025-03-26,2026-09-13,0,Paused,True
6282,6282,Free,Monthly,2022-05-26,2023-04-29,0,Paused,False
6283,6283,Starter,Monthly,2022-06-30,2023-09-27,15,Cancelled,True
6284,6284,Free,Yearly,2023-05-22,2024-08-28,0,Paused,True
6285,6285,Free,Monthly,2025-02-09,2025-07-22,0,Cancelled,True
6286,6286,Starter,Monthly,2024-10-19,2026-05-03,15,Active,True
6287,6287,Pro,Monthly,2022-12-25,2023-10-11,35,Cancelled,False
6288,6288,Starter,Monthly,2024-08-16,2026-04-18,15,Cancelled,False
6289,6289,Starter,Monthly,2023-04-11,2024-10-19,15,Paused,True
6290,6290,Free,Monthly,2024-10-01,2024-12-05,0,Paused,False
6291,6291,Pro,Monthly,2024-06-14,2026-04-05,35,Active,True
6292,6292,Pro,Yearly,2024-09-19,2025-05-24,35,Cancelled,False
6293,6293,Pro,Monthly,2024-08-05,2025-02-04,35,Cancelled,True
6294,6294,Pro,Yearly,2024-12-23,2025-07-30,35,Paused,False
6295,6295,Starter,Yearly,2023-08-11,2023-11-09,15,Cancelled,False
6296,6296,Pro,Monthly,2023-05-03,2025-03-03,35,Active,True
6297,6297,Free,Monthly,2024-09-06,2024-11-16,0,Paused,True
6298,6298,Pro,Monthly,2024-04-02,2024-12-17,35,Active,False
6299,6299,Pro,Monthly,2024-07-24,2025-11-30,35,Paused,True
6300,6300,Pro,Yearly,2024-01-17,2024-12-31,35,Cancelled,True
6301,6301,Starter,Yearly,2022-09-23,2022-12-08,15,Paused,False
6302,6302,Pro,Monthly,2024-09-15,2026-06-12,35,Active,False
6303,6303,Starter,Yearly,2024-06-19,2026-01-14,15,Active,True
6304,6304,Enterprise,Yearly,2022-03-23,2023-08-03,99,Cancelled,False
6305,6305,Starter,Monthly,2023-08-09,2023-10-30,15,Paused,False
6306,6306,Pro,Monthly,2025-01-13,2026-09-22,35,Active,False
6307,6307,Pro,Yearly,2022-07-18,2024-02-13,35,Active,True
6308,6308,Pro,Monthly,2023-12-14,2024-06-02,35,Paused,True
6309,6309,Enterprise,Yearly,2022-02-24,2023-08-31,99,Active,False
6310,6310,Starter,Monthly,2024-09-03,2024-12-05,15,Paused,False
6311,6311,Enterprise,Yearly,2022-04-23,2024-03-14,99,Cancelled,True
6312,6312,Pro,Monthly,2022-12-11,2023-01-13,35,Paused,True
6313,6313,Free,Yearly,2022-04-08,2023-07-20,0,Paused,False
6314,6314,Pro,Yearly,2024-07-12,2026-04-02,35,Cancelled,True
6315,6315,Starter,Monthly,2023-02-10,2024-07-27,15,Paused,True
6316,6316,Enterprise,Yearly,2024-11-07,2026-01-10,99,Cancelled,False
6317,6317,Starter,Monthly,2025-03-04,2026-04-08,15,Active,False
6318,6318,Enterprise,Monthly,2024-11-22,2025-07-09,99,Paused,True
6319,6319,Starter,Yearly,2025-01-30,2027-01-26,15,Paused,False
6320,6320,Free,Yearly,2023-09-04,2024-03-07,0,Paused,False
6321,6321,Pro,Monthly,2022-01-04,2023-11-17,35,Cancelled,False
6322,6322,Starter,Yearly,2022-10-07,2024-08-09,15,Active,False
6323,6323,Starter,Monthly,2023-07-09,2024-11-06,15,Active,True
6324,6324,Starter,Yearly,2022-05-11,2022-10-23,15,Active,False
6325,6325,Pro,Monthly,2023-03-13,2023-05-04,35,Cancelled,True
6326,6326,Pro,Monthly,2022-05-31,2023-02-27,35,Active,False
6327,6327,Starter,Monthly,2025-02-27,2026-04-28,15,Cancelled,True
6328,6328,Pro,Monthly,2024-02-29,2024-04-05,35,Paused,True
6329,6329,Pro,Monthly,2023-09-16,2023-11-30,35,Paused,True
6330,6330,Starter,Monthly,2022-01-30,2023-04-14,15,Cancelled,False
6331,6331,Enterprise,Yearly,2024-03-15,2024-12-30,99,Active,True
6332,6332,Free,Monthly,2023-04-29,2024-08-11,0,Paused,False
6333,6333,Pro,Monthly,2023-05-15,2024-08-07,35,Active,True
6334,6334,Pro,Monthly,2025-02-28,2025-07-05,35,Cancelled,False
6335,6335,Starter,Monthly,2024-02-10,2024-09-28,15,Paused,False
6336,6336,Free,Yearly,2022-07-30,2023-11-05,0,Cancelled,True
6337,6337,Starter,Monthly,2023-03-31,2024-10-02,15,Cancelled,True
6338,6338,Enterprise,Monthly,2022-09-18,2024-08-29,99,Cancelled,False
6339,6339,Pro,Yearly,2023-04-03,2025-03-03,35,Paused,False
6340,6340,Pro,Monthly,2022-10-21,2024-05-05,35,Active,True
6341,6341,Pro,Yearly,2025-03-24,2026-10-15,35,Cancelled,True
6342,6342,Pro,Monthly,2023-12-07,2025-08-25,35,Paused,True
6343,6343,Starter,Yearly,2022-07-09,2024-06-15,15,Active,True
6344,6344,Free,Monthly,2023-04-07,2024-10-26,0,Active,True
6345,6345,Pro,Yearly,2024-09-19,2025-01-14,35,Active,True
6346,6346,Starter,Monthly,2023-09-08,2024-04-28,15,Cancelled,False
6347,6347,Starter,Monthly,2023-04-18,2024-06-08,15,Active,True
6348,6348,Free,Monthly,2022-10-04,2023-06-18,0,Active,True
6349,6349,Enterprise,Yearly,2025-01-19,2026-03-08,99,Paused,True
6350,6350,Starter,Monthly,2025-04-06,2025-05-14,15,Active,False
6351,6351,Starter,Yearly,2023-08-22,2025-08-05,15,Paused,True
6352,6352,Pro,Yearly,2022-08-16,2022-12-15,35,Active,True
6353,6353,Pro,Yearly,2025-02-27,2026-05-29,35,Active,False
6354,6354,Enterprise,Yearly,2024-05-22,2025-09-02,99,Cancelled,False
6355,6355,Free,Yearly,2024-10-18,2026-04-26,0,Cancelled,True
6356,6356,Free,Yearly,2023-04-08,2024-02-26,0,Paused,False
6357,6357,Starter,Yearly,2023-05-01,2023-08-16,15,Paused,True
6358,6358,Pro,Yearly,2023-02-04,2024-02-06,35,Active,False
6359,6359,Enterprise,Yearly,2025-02-03,2026-11-11,99,Cancelled,False
6360,6360,Pro,Monthly,2023-04-10,2024-01-29,35,Paused,False
6361,6361,Pro,Monthly,2023-10-19,2024-01-11,35,Paused,False
6362,6362,Pro,Monthly,2023-01-20,2024-06-14,35,Active,False
6363,6363,Starter,Monthly,2023-12-17,2025-02-27,15,Active,False
6364,6364,Pro,Monthly,2022-03-05,2023-05-07,35,Cancelled,True
6365,6365,Pro,Yearly,2022-04-06,2023-04-20,35,Active,False
6366,6366,Free,Yearly,2024-03-29,2024-05-13,0,Cancelled,True
6367,6367,Starter,Monthly,2023-07-28,2025-03-12,15,Paused,True
6368,6368,Starter,Monthly,2024-06-27,2026-03-31,15,Cancelled,True
6369,6369,Free,Yearly,2022-09-09,2023-03-13,0,Cancelled,False
6370,6370,Starter,Monthly,2023-02-10,2023-08-19,15,Active,True
6371,6371,Free,Monthly,2022-08-04,2023-04-12,0,Active,True
6372,6372,Starter,Monthly,2023-10-13,2024-01-03,15,Active,False
6373,6373,Pro,Monthly,2022-09-19,2024-02-28,35,Paused,False
6374,6374,Starter,Yearly,2024-05-23,2025-10-28,15,Paused,True
6375,6375,Starter,Yearly,2024-12-21,2025-10-23,15,Cancelled,True
6376,6376,Pro,Yearly,2024-01-28,2024-11-20,35,Active,True
6377,6377,Starter,Monthly,2023-08-20,2025-03-21,15,Paused,False
6378,6378,Free,Yearly,2023-10-04,2025-08-11,0,Active,False
6379,6379,Free,Yearly,2023-10-11,2024-08-15,0,Paused,False
6380,6380,Pro,Yearly,2024-11-22,2026-10-16,35,Active,True
6381,6381,Starter,Monthly,2024-04-14,2024-12-30,15,Cancelled,True
6382,6382,Enterprise,Yearly,2023-09-26,2025-08-13,99,Cancelled,True
6383,6383,Pro,Monthly,2023-09-04,2024-12-24,35,Paused,True
6384,6384,Pro,Yearly,2023-03-08,2023-08-01,35,Paused,True
6385,6385,Free,Yearly,2022-04-24,2023-05-20,0,Cancelled,False
6386,6386,Starter,Monthly,2025-04-05,2025-07-04,15,Paused,False
6387,6387,Starter,Yearly,2025-04-04,2026-07-15,15,Paused,False
6388,6388,Starter,Yearly,2022-09-25,2023-01-02,15,Paused,True
6389,6389,Starter,Monthly,2022-05-11,2023-02-25,15,Cancelled,True
6390,6390,Starter,Yearly,2023-07-11,2024-02-22,15,Cancelled,True
6391,6391,Free,Monthly,2025-02-07,2025-06-30,0,Active,True
6392,6392,Pro,Yearly,2024-09-10,2026-04-07,35,Paused,False
6393,6393,Pro,Monthly,2022-04-08,2023-07-26,35,Cancelled,True
6394,6394,Enterprise,Monthly,2022-03-03,2023-07-11,99,Paused,False
6395,6395,Pro,Monthly,2022-05-30,2022-11-10,35,Paused,False
6396,6396,Enterprise,Monthly,2022-08-01,2022-09-16,99,Paused,False
6397,6397,Starter,Yearly,2024-09-28,2024-12-08,15,Paused,False
6398,6398,Pro,Yearly,2022-01-13,2023-07-05,35,Paused,False
6399,6399,Pro,Yearly,2022-10-26,2024-05-04,35,Active,False
6400,6400,Pro,Monthly,2023-03-01,2023-12-23,35,Cancelled,False
6401,6401,Free,Yearly,2023-11-05,2025-06-15,0,Active,False
6402,6402,Pro,Yearly,2023-02-09,2023-05-05,35,Active,False
6403,6403,Pro,Monthly,2023-04-10,2023-08-27,35,Active,False
6404,6404,Pro,Monthly,2024-03-30,2026-03-28,35,Paused,False
6405,6405,Starter,Monthly,2023-10-31,2024-01-15,15,Paused,True
6406,6406,Free,Yearly,2022-04-01,2024-03-03,0,Active,False
6407,6407,Enterprise,Yearly,2022-04-10,2023-09-28,99,Paused,False
6408,6408,Free,Yearly,2023-09-13,2025-05-26,0,Paused,False
6409,6409,Starter,Monthly,2022-10-30,2024-04-10,15,Cancelled,True
6410,6410,Free,Monthly,2024-07-04,2025-04-13,0,Active,False
6411,6411,Pro,Monthly,2023-07-11,2024-05-26,35,Paused,True
6412,6412,Pro,Monthly,2023-06-05,2023-11-02,35,Active,False
6413,6413,Pro,Monthly,2022-03-04,2022-06-27,35,Paused,False
6414,6414,Starter,Yearly,2023-04-22,2025-02-15,15,Paused,True
6415,6415,Starter,Yearly,2022-10-08,2024-08-20,15,Cancelled,True
6416,6416,Pro,Yearly,2024-02-25,2025-11-13,35,Active,True
6417,6417,Free,Monthly,2022-05-06,2023-03-01,0,Cancelled,False
6418,6418,Starter,Monthly,2024-08-06,2024-10-06,15,Paused,True
6419,6419,Pro,Monthly,2022-02-05,2023-02-10,35,Paused,False
6420,6420,Starter,Monthly,2025-03-17,2026-05-28,15,Paused,True
6421,6421,Enterprise,Monthly,2023-09-11,2024-07-05,99,Active,False
6422,6422,Pro,Monthly,2023-08-20,2024-05-15,35,Cancelled,False
6423,6423,Pro,Monthly,2022-12-10,2023-02-18,35,Cancelled,False
6424,6424,Free,Monthly,2023-03-07,2024-01-02,0,Cancelled,False
6425,6425,Free,Yearly,2025-04-06,2026-05-06,0,Active,True
6426,6426,Pro,Yearly,2024-06-26,2025-02-10,35,Paused,False
6427,6427,Enterprise,Yearly,2023-03-04,2024-06-27,99,Active,False
6428,6428,Pro,Monthly,2022-12-17,2024-11-09,35,Active,True
6429,6429,Free,Yearly,2024-05-05,2024-07-11,0,Cancelled,False
6430,6430,Enterprise,Yearly,2024-03-03,2025-09-06,99,Active,True
6431,6431,Starter,Monthly,2022-05-28,2023-07-14,15,Cancelled,True
6432,6432,Enterprise,Monthly,2025-03-23,2025-10-03,99,Paused,True
6433,6433,Free,Yearly,2022-10-06,2024-07-05,0,Active,True
6434,6434,Starter,Monthly,2022-01-30,2023-08-26,15,Cancelled,True
6435,6435,Starter,Monthly,2023-06-12,2025-02-18,15,Active,True
6436,6436,Free,Yearly,2023-03-16,2024-12-28,0,Cancelled,False
6437,6437,Free,Yearly,2022-06-27,2023-05-27,0,Active,False
6438,6438,Starter,Monthly,2024-01-25,2024-05-24,15,Paused,True
6439,6439,Pro,Monthly,2023-02-27,2024-03-30,35,Paused,False
6440,6440,Free,Yearly,2023-04-08,2023-07-20,0,Paused,True
6441,6441,Starter,Monthly,2024-06-01,2025-07-18,15,Active,True
6442,6442,Free,Yearly,2023-12-14,2025-02-20,0,Active,False
6443,6443,Enterprise,Monthly,2024-05-17,2025-03-03,99,Paused,False
6444,6444,Pro,Monthly,2024-04-21,2024-06-12,35,Cancelled,False
6445,6445,Starter,Yearly,2024-02-03,2024-06-20,15,Paused,False
6446,6446,Starter,Yearly,2023-12-19,2025-08-14,15,Active,True
6447,6447,Starter,Monthly,2024-08-12,2024-09-16,15,Paused,False
6448,6448,Free,Monthly,2025-02-15,2026-04-03,0,Paused,True
6449,6449,Starter,Yearly,2022-10-30,2022-12-02,15,Cancelled,False
6450,6450,Starter,Yearly,2024-01-18,2025-07-14,15,Paused,False
6451,6451,Starter,Monthly,2024-09-03,2025-09-09,15,Cancelled,False
6452,6452,Pro,Yearly,2024-06-17,2026-01-12,35,Active,True
6453,6453,Starter,Monthly,2022-05-17,2023-12-09,15,Cancelled,False
6454,6454,Pro,Monthly,2025-03-30,2026-03-26,35,Paused,False
6455,6455,Starter,Yearly,2023-03-18,2024-04-13,15,Cancelled,False
6456,6456,Free,Yearly,2024-06-28,2025-04-19,0,Active,True
6457,6457,Enterprise,Monthly,2022-07-02,2022-12-01,99,Active,False
6458,6458,Enterprise,Monthly,2024-07-29,2025-08-18,99,Paused,True
6459,6459,Starter,Monthly,2022-02-23,2022-11-18,15,Active,False
6460,6460,Starter,Yearly,2023-10-11,2024-02-25,15,Paused,True
6461,6461,Starter,Yearly,2023-09-07,2024-11-26,15,Active,False
6462,6462,Pro,Monthly,2024-02-19,2025-07-07,35,Cancelled,False
6463,6463,Pro,Yearly,2022-01-03,2022-03-18,35,Cancelled,True
6464,6464,Free,Yearly,2022-03-10,2022-05-26,0,Active,True
6465,6465,Free,Yearly,2023-08-23,2023-10-01,0,Cancelled,False
6466,6466,Starter,Yearly,2024-05-04,2025-08-15,15,Paused,False
6467,6467,Pro,Monthly,2023-02-03,2024-08-29,35,Cancelled,True
6468,6468,Pro,Monthly,2024-10-12,2026-01-01,35,Active,False
6469,6469,Starter,Yearly,2024-06-27,2025-11-21,15,Cancelled,True
6470,6470,Starter,Yearly,2024-07-25,2025-08-22,15,Cancelled,False
6471,6471,Starter,Yearly,2025-04-15,2026-07-21,15,Paused,False
6472,6472,Pro,Yearly,2023-06-19,2024-10-31,35,Cancelled,False
6473,6473,Pro,Yearly,2022-09-12,2024-02-29,35,Paused,False
6474,6474,Pro,Yearly,2024-08-08,2026-05-28,35,Paused,False
6475,6475,Pro,Yearly,2022-02-05,2022-10-17,35,Cancelled,True
6476,6476,Starter,Monthly,2023-01-06,2024-10-05,15,Paused,True
6477,6477,Starter,Yearly,2022-06-14,2022-09-03,15,Active,True
6478,6478,Pro,Yearly,2022-03-01,2022-05-21,35,Paused,False
6479,6479,Free,Yearly,2022-05-04,2024-01-24,0,Cancelled,False
6480,6480,Enterprise,Yearly,2025-02-21,2027-01-14,99,Paused,True
6481,6481,Pro,Yearly,2023-04-13,2024-08-12,35,Paused,True
6482,6482,Starter,Monthly,2024-04-29,2025-01-30,15,Active,True
