payment_id,customer_id,payment_date,amount,payment_method,payment_status,currency
12815,12882,2024-07-13,199,UPI,Failed,EUR
12816,19920,2023-02-09,199,Credit Card,Completed,USD
12817,43542,2024-01-06,35,PayPal,Pending,EUR
12818,19305,2024-07-10,199,UPI,Failed,INR
12819,46673,2023-08-13,35,Bank Transfer,Completed,INR
12820,14378,2022-07-28,15,Credit Card,Completed,USD
12821,34645,2023-06-23,35,PayPal,Completed,INR
12822,36040,2024-01-19,99,Bank Transfer,Completed,USD
12823,31060,2023-02-20,15,UPI,Failed,EUR
12824,15814,2023-02-18,99,Credit Card,Completed,USD
12825,44616,2023-08-13,99,Bank Transfer,Completed,USD
12826,2185,2022-09-20,15,Bank Transfer,Pending,USD
12827,31766,2022-11-09,35,PayPal,Pending,USD
12828,10930,2024-03-25,99,UPI,Completed,INR
12829,29452,2023-02-28,35,Bank Transfer,Pending,EUR
12830,8304,2023-01-21,199,Bank Transfer,Pending,EUR
12831,33071,2024-11-08,15,Bank Transfer,Failed,EUR
12832,39168,2022-04-25,99,Credit Card,Completed,INR
12833,10912,2023-05-07,199,UPI,Failed,INR
12834,49187,2023-08-12,99,PayPal,Pending,INR
12835,7103,2023-05-23,99,Bank Transfer,Completed,USD
12836,4833,2024-05-22,35,Bank Transfer,Completed,EUR
12837,7098,2024-10-30,199,Credit Card,Failed,INR
12838,42449,2023-05-13,15,Bank Transfer,Failed,INR
12839,41650,2023-08-18,35,UPI,Pending,USD
12840,1214,2023-03-29,99,UPI,Completed,USD
12841,18711,2024-06-02,35,Bank Transfer,Pending,INR
12842,3034,2023-09-22,35,UPI,Completed,USD
12843,1053,2023-06-27,99,UPI,Completed,INR
12844,5407,2023-05-16,199,Credit Card,Failed,INR
12845,10499,2022-09-03,99,UPI,Pending,INR
12846,20738,2022-07-19,99,Credit Card,Completed,INR
12847,5094,2023-12-22,15,Credit Card,Completed,USD
12848,27138,2024-05-06,199,Credit Card,Pending,EUR
12849,22532,2023-09-20,199,Credit Card,Pending,INR
12850,33037,2024-02-07,199,UPI,Failed,EUR
12851,25052,2024-06-18,15,Credit Card,Completed,EUR
12852,14900,2024-05-03,35,PayPal,Completed,USD
12853,6060,2022-06-23,199,UPI,Pending,USD
12854,6219,2022-11-12,99,Credit Card,Failed,INR
12855,7569,2023-07-19,35,Credit Card,Pending,USD
12856,15665,2024-07-12,99,Bank Transfer,Failed,USD
12857,40005,2023-08-11,35,UPI,Completed,EUR
12858,266,2023-01-16,99,UPI,Pending,INR
12859,34470,2025-01-28,99,Credit Card,Pending,USD
12860,18027,2023-11-09,99,Bank Transfer,Pending,EUR
12861,17182,2024-05-21,35,Bank Transfer,Pending,USD
12862,39810,2023-03-07,15,UPI,Completed,INR
12863,2299,2024-11-08,199,Bank Transfer,Pending,EUR
12864,45882,2024-04-12,199,PayPal,Completed,INR
12865,12172,2023-12-04,35,Credit Card,Pending,USD
12866,43037,2023-01-01,35,PayPal,Completed,EUR
12867,5464,2022-11-07,15,UPI,Failed,INR
12868,3428,2024-05-15,99,Bank Transfer,Completed,USD
12869,31996,2024-03-04,99,PayPal,Completed,EUR
12870,35436,2024-04-12,15,UPI,Pending,INR
12871,49098,2024-06-01,15,UPI,Pending,INR
12872,6433,2024-08-04,199,Credit Card,Failed,EUR
12873,21933,2022-05-12,199,PayPal,Pending,EUR
12874,35252,2024-09-14,15,Credit Card,Completed,INR
12875,28758,2022-12-28,199,UPI,Failed,EUR
12876,49462,2025-01-11,35,PayPal,Failed,USD
12877,40043,2022-02-07,15,PayPal,Pending,INR
12878,21894,2023-06-26,199,PayPal,Pending,USD
12879,28572,2025-01-21,15,UPI,Failed,EUR
12880,35893,2024-08-31,99,UPI,Failed,INR
12881,8153,2023-10-09,35,UPI,Pending,EUR
12882,19836,2023-04-03,35,UPI,Failed,EUR
12883,47543,2024-09-03,99,Bank Transfer,Pending,USD
12884,49431,2024-01-30,199,Bank Transfer,Pending,INR
12885,2884,2022-11-14,15,UPI,Failed,USD
12886,37451,2025-03-04,199,Bank Transfer,Pending,INR
12887,22359,2024-06-02,15,PayPal,Pending,INR
12888,48222,2022-05-17,199,PayPal,Pending,EUR
12889,6036,2022-02-25,99,Credit Card,Pending,EUR
12890,35271,2024-12-10,35,Credit Card,Pending,EUR
12891,3788,2024-11-01,199,PayPal,Failed,USD
12892,23748,2024-01-25,99,PayPal,Completed,EUR
12893,47387,2022-05-19,35,Credit Card,Pending,INR
12894,8746,2022-11-21,99,Credit Card,Pending,EUR
12895,43530,2024-01-24,99,Bank Transfer,Completed,EUR
12896,12567,2024-02-11,15,UPI,Pending,EUR
12897,17583,2024-09-20,15,Bank Transfer,Pending,EUR
12898,42265,2024-01-30,35,Bank Transfer,Failed,USD
12899,12025,2023-02-27,15,UPI,Pending,INR
12900,41273,2023-05-01,99,PayPal,Pending,USD
12901,3229,2024-04-24,15,UPI,Pending,EUR
12902,23034,2022-08-30,99,Bank Transfer,Pending,USD
12903,26804,2023-11-03,15,Credit Card,Failed,EUR
12904,31194,2022-07-10,15,Bank Transfer,Completed,INR
12905,12702,2024-07-24,15,Credit Card,Failed,USD
12906,35324,2023-06-10,99,UPI,Completed,INR
12907,6,2023-02-04,199,PayPal,Failed,USD
12908,40407,2022-11-30,15,PayPal,Failed,INR
12909,20947,2022-07-14,35,PayPal,Completed,USD
12910,34930,2022-02-05,35,UPI,Failed,USD
12911,15457,2024-09-23,199,UPI,Completed,INR
12912,15542,2024-03-27,15,Bank Transfer,Pending,USD
12913,16438,2023-11-15,199,Bank Transfer,Failed,EUR
12914,23071,2024-12-15,99,PayPal,Failed,INR
12915,7558,2022-08-20,99,PayPal,Completed,EUR
12916,40820,2024-08-04,99,Credit Card,Failed,EUR
12917,37687,2023-11-19,199,UPI,Completed,USD
12918,49183,2023-01-21,99,Credit Card,Failed,INR
12919,23412,2023-07-07,99,Bank Transfer,Completed,USD
12920,17161,2024-09-25,199,UPI,Pending,USD
12921,34113,2022-02-05,99,Bank Transfer,Pending,INR
12922,40967,2022-02-08,99,Credit Card,Completed,INR
12923,29358,2023-10-17,35,Bank Transfer,Completed,EUR
12924,42601,2024-09-27,35,UPI,Failed,EUR
12925,24585,2023-12-20,99,UPI,Pending,USD
12926,16314,2023-11-06,15,UPI,Failed,EUR
12927,15795,2023-08-27,35,PayPal,Completed,USD
12928,35899,2023-02-17,15,Bank Transfer,Failed,INR
12929,38786,2022-07-26,199,Bank Transfer,Pending,INR
12930,3676,2022-12-30,15,Bank Transfer,Failed,EUR
12931,30193,2025-04-03,15,UPI,Pending,INR
12932,35954,2024-01-09,199,Credit Card,Pending,USD
12933,37935,2022-05-20,99,UPI,Failed,INR
12934,25495,2022-11-06,15,PayPal,Pending,USD
12935,23720,2023-10-13,199,Bank Transfer,Completed,INR
12936,3430,2022-07-08,99,UPI,Failed,INR
12937,24404,2024-06-16,35,UPI,Completed,INR
12938,34749,2024-07-09,15,PayPal,Completed,EUR
12939,28248,2023-11-28,35,Bank Transfer,Pending,INR
12940,45404,2022-08-31,199,PayPal,Pending,INR
12941,44672,2022-05-12,15,PayPal,Failed,USD
12942,37569,2024-03-26,15,Credit Card,Pending,USD
12943,27062,2023-05-15,99,UPI,Completed,EUR
12944,128,2022-04-08,35,PayPal,Failed,EUR
12945,19288,2022-10-24,15,Credit Card,Failed,INR
12946,28727,2024-04-27,99,Credit Card,Pending,INR
12947,41854,2024-06-12,199,Credit Card,Failed,USD
12948,11008,2022-12-09,35,Credit Card,Pending,USD
12949,2395,2024-07-22,15,Credit Card,Completed,INR
12950,17976,2023-05-19,199,Bank Transfer,Completed,INR
12951,41631,2024-02-03,35,Credit Card,Completed,EUR
12952,21797,2025-02-18,15,Credit Card,Failed,EUR
12953,31562,2023-01-12,99,Bank Transfer,Failed,USD
12954,7915,2024-03-06,35,Bank Transfer,Failed,INR
12955,38271,2022-11-09,199,UPI,Pending,USD
12956,22678,2022-02-25,15,UPI,Pending,INR
12957,3745,2024-02-10,99,UPI,Pending,INR
12958,22766,2022-10-25,199,UPI,Pending,EUR
12959,21657,2023-03-24,99,Credit Card,Pending,INR
12960,15480,2023-09-05,15,Bank Transfer,Failed,USD
12961,22324,2022-03-20,15,UPI,Pending,INR
12962,35053,2023-02-07,99,Bank Transfer,Failed,USD
12963,7983,2024-12-25,15,Bank Transfer,Completed,INR
12964,24072,2024-11-30,199,Credit Card,Completed,USD
12965,35196,2024-12-23,199,UPI,Pending,EUR
12966,24015,2022-12-31,15,Credit Card,Completed,USD
12967,34924,2022-05-26,35,PayPal,Failed,EUR
12968,20059,2023-11-17,99,PayPal,Completed,USD
12969,49058,2024-02-02,199,Bank Transfer,Completed,INR
12970,20740,2023-10-31,15,UPI,Completed,INR
12971,19973,2024-12-05,199,UPI,Failed,INR
12972,48547,2023-11-16,199,Bank Transfer,Pending,EUR
12973,26167,2023-04-05,99,PayPal,Failed,INR
12974,41395,2024-05-02,35,Credit Card,Pending,USD
12975,7384,2024-06-24,199,PayPal,Completed,INR
12976,38440,2025-01-06,99,Bank Transfer,Failed,INR
12977,2346,2022-02-25,199,PayPal,Completed,EUR
12978,22084,2025-01-18,15,Bank Transfer,Pending,USD
12979,9503,2025-03-07,15,PayPal,Failed,USD
12980,35696,2024-07-10,99,UPI,Completed,USD
12981,35838,2023-06-04,199,UPI,Pending,USD
12982,35192,2023-03-27,99,UPI,Completed,USD
12983,27964,2024-02-15,199,Bank Transfer,Pending,INR
12984,26167,2023-01-09,99,Credit Card,Completed,INR
12985,19659,2022-07-16,199,Bank Transfer,Pending,INR
12986,23381,2023-02-01,99,Bank Transfer,Completed,EUR
12987,7856,2022-01-21,99,Bank Transfer,Pending,USD
12988,25546,2023-11-30,199,UPI,Pending,USD
12989,17490,2024-06-26,99,PayPal,Pending,USD
12990,20550,2024-02-29,199,Credit Card,Pending,USD
12991,9087,2023-03-23,199,Bank Transfer,Failed,EUR
12992,3079,2024-03-04,15,UPI,Completed,EUR
12993,13544,2024-04-11,99,Bank Transfer,Failed,USD
12994,25424,2025-03-01,99,Credit Card,Completed,USD
12995,34552,2023-07-19,15,PayPal,Failed,EUR
12996,43879,2022-02-22,15,UPI,Pending,INR
12997,11026,2025-02-26,199,PayPal,Failed,EUR
12998,30498,2023-12-10,15,UPI,Failed,USD
12999,28053,2023-11-29,199,Credit Card,Completed,EUR
13000,38481,2022-12-05,15,PayPal,Pending,EUR
13001,397,2022-07-30,99,Credit Card,Completed,EUR
13002,29862,2024-04-09,199,PayPal,Pending,USD
13003,39267,2022-03-30,199,UPI,Completed,USD
13004,48735,2022-08-02,99,Bank Transfer,Completed,INR
13005,43450,2024-12-05,199,UPI,Pending,INR
13006,18894,2024-08-07,15,Bank Transfer,Pending,EUR
13007,2063,2023-05-12,199,Bank Transfer,Failed,EUR
13008,36666,2024-07-18,99,Bank Transfer,Completed,EUR
13009,10974,2023-11-12,15,PayPal,Pending,USD
13010,14091,2023-11-25,35,Bank Transfer,Pending,EUR
13011,36221,2025-03-28,35,UPI,Completed,INR
13012,28193,2023-09-15,199,UPI,Completed,USD
13013,6685,2024-04-06,99,Credit Card,Failed,USD
13014,26149,2022-01-26,15,UPI,Pending,EUR
13015,45021,2023-06-25,99,UPI,Pending,EUR
13016,19680,2022-05-30,15,Credit Card,Failed,EUR
13017,44534,2022-04-24,99,UPI,Failed,EUR
13018,8705,2025-02-10,35,Credit Card,Completed,USD
13019,11032,2023-01-18,15,UPI,Pending,INR
13020,43138,2023-02-25,199,Bank Transfer,Failed,USD
13021,39611,2024-06-08,99,Bank Transfer,Pending,USD
13022,42698,2024-10-23,199,Credit Card,Completed,INR
13023,36064,2024-02-16,199,Credit Card,Completed,EUR
13024,11292,2023-08-22,99,PayPal,Completed,INR
13025,4003,2023-08-24,99,Credit Card,Completed,INR
13026,31436,2022-08-20,99,PayPal,Failed,USD
13027,37741,2024-09-23,35,Credit Card,Completed,EUR
13028,15742,2022-12-08,35,Credit Card,Pending,USD
13029,24894,2024-05-07,99,Bank Transfer,Failed,EUR
13030,10577,2024-10-08,35,Bank Transfer,Pending,EUR
13031,43581,2022-04-30,199,Credit Card,Failed,EUR
13032,11307,2024-02-27,199,Credit Card,Failed,EUR
13033,17827,2023-07-23,35,Bank Transfer,Failed,USD
13034,15218,2023-12-20,199,Credit Card,Completed,INR
13035,330,2023-05-02,35,PayPal,Pending,EUR
13036,20077,2025-01-15,35,Credit Card,Failed,USD
13037,42889,2023-11-21,199,Credit Card,Failed,USD
13038,3644,2023-03-26,199,Credit Card,Pending,USD
13039,24191,2024-11-02,35,PayPal,Completed,INR
13040,11785,2023-11-26,35,Credit Card,Pending,EUR
13041,30357,2025-02-25,35,Credit Card,Failed,INR
13042,11411,2022-10-15,35,Bank Transfer,Completed,EUR
13043,8185,2024-11-16,199,Bank Transfer,Failed,EUR
13044,14204,2023-06-10,99,Credit Card,Failed,EUR
13045,23180,2022-04-15,15,Credit Card,Completed,INR
13046,47232,2022-05-04,35,PayPal,Completed,USD
13047,21351,2024-04-14,35,Bank Transfer,Pending,USD
13048,17401,2023-05-14,35,Credit Card,Failed,USD
13049,35881,2023-04-13,199,PayPal,Failed,USD
13050,19268,2022-04-24,99,Bank Transfer,Failed,USD
13051,36679,2023-09-29,35,Bank Transfer,Failed,INR
13052,40265,2023-08-02,35,Bank Transfer,Pending,EUR
13053,18336,2022-03-27,35,Credit Card,Pending,USD
13054,28233,2024-10-03,35,UPI,Failed,EUR
13055,33575,2024-06-24,15,Bank Transfer,Pending,USD
13056,1051,2022-12-10,15,PayPal,Completed,USD
13057,205,2024-10-28,199,Credit Card,Pending,EUR
13058,26132,2023-05-23,99,Credit Card,Failed,USD
13059,39333,2024-09-26,35,PayPal,Completed,INR
13060,7087,2023-10-25,199,UPI,Pending,EUR
13061,48739,2025-04-14,15,UPI,Failed,USD
13062,20985,2024-03-19,99,Credit Card,Failed,INR
13063,38259,2023-09-29,15,Credit Card,Completed,INR
13064,20698,2022-08-09,199,UPI,Pending,USD
13065,7407,2023-11-24,199,UPI,Failed,EUR
13066,49516,2024-03-26,199,Bank Transfer,Failed,EUR
13067,43020,2023-04-06,15,Bank Transfer,Pending,INR
13068,38994,2025-03-15,199,PayPal,Completed,USD
13069,6039,2022-06-16,15,Bank Transfer,Completed,INR
13070,38577,2024-09-03,99,Bank Transfer,Completed,INR
13071,648,2023-08-15,35,Bank Transfer,Pending,USD
13072,32848,2024-07-29,199,UPI,Pending,INR
13073,4641,2023-03-12,15,UPI,Failed,INR
13074,47244,2025-01-01,15,UPI,Failed,USD
13075,26576,2023-10-28,15,PayPal,Failed,INR
13076,39951,2022-10-12,35,Bank Transfer,Completed,INR
13077,14858,2022-08-03,35,UPI,Completed,INR
13078,3324,2022-11-18,99,UPI,Completed,INR
13079,11468,2022-05-16,99,Bank Transfer,Completed,EUR
13080,2585,2024-08-05,99,PayPal,Pending,USD
13081,20779,2023-06-25,99,Credit Card,Completed,USD
13082,20128,2024-01-27,199,PayPal,Completed,USD
13083,19221,2023-08-01,99,PayPal,Completed,EUR
13084,19341,2022-05-09,99,UPI,Completed,USD
13085,27050,2024-08-03,35,UPI,Failed,USD
13086,27606,2022-05-21,15,UPI,Pending,INR
13087,32746,2024-10-11,15,UPI,Failed,EUR
13088,32196,2024-05-27,99,Credit Card,Completed,EUR
13089,45328,2022-12-15,35,UPI,Pending,EUR
13090,46860,2022-09-11,99,UPI,Failed,INR
13091,14344,2022-02-07,15,Bank Transfer,Completed,INR
13092,43784,2022-05-04,99,UPI,Pending,USD
13093,14929,2024-01-16,99,Bank Transfer,Pending,USD
13094,36183,2024-05-20,199,Bank Transfer,Failed,EUR
13095,7595,2024-08-06,199,Credit Card,Failed,INR
13096,23959,2024-05-10,35,Credit Card,Completed,INR
13097,37283,2024-02-08,35,Bank Transfer,Failed,EUR
13098,30815,2022-09-29,99,Credit Card,Pending,EUR
13099,48835,2022-01-12,35,UPI,Failed,USD
13100,14343,2023-08-31,35,PayPal,Pending,INR
13101,17233,2023-08-02,15,Bank Transfer,Pending,EUR
13102,39375,2024-09-14,99,PayPal,Completed,USD
13103,15559,2022-07-14,15,PayPal,Failed,USD
13104,28450,2023-03-21,35,PayPal,Failed,EUR
13105,22376,2022-06-02,35,PayPal,Pending,EUR
13106,39844,2022-06-09,99,Bank Transfer,Failed,EUR
13107,5740,2022-06-20,199,Credit Card,Pending,INR
13108,35597,2023-01-29,35,UPI,Failed,INR
13109,37701,2022-11-18,199,UPI,Completed,USD
13110,18538,2022-03-22,15,PayPal,Pending,USD
13111,29149,2022-05-03,35,Credit Card,Pending,USD
13112,49025,2024-09-05,35,UPI,Pending,INR
13113,42367,2022-06-25,35,Credit Card,Pending,EUR
13114,12799,2024-07-30,99,UPI,Failed,EUR
13115,41618,2023-03-18,199,UPI,Completed,INR
13116,47789,2022-08-10,35,PayPal,Failed,INR
13117,3789,2022-08-10,15,PayPal,Failed,INR
13118,24698,2022-09-27,99,PayPal,Failed,EUR
13119,18896,2022-07-13,35,Bank Transfer,Completed,USD
13120,6797,2024-02-01,35,Bank Transfer,Pending,USD
13121,14351,2022-07-14,15,Credit Card,Failed,EUR
13122,2533,2022-10-21,15,Bank Transfer,Completed,USD
13123,30132,2024-05-13,35,PayPal,Failed,EUR
13124,32235,2024-12-11,35,Credit Card,Pending,USD
13125,12853,2025-03-11,99,PayPal,Failed,USD
13126,18027,2024-06-28,15,UPI,Completed,USD
13127,42668,2024-11-05,15,Bank Transfer,Completed,INR
13128,27128,2025-01-24,15,UPI,Failed,USD
13129,7615,2023-12-09,15,UPI,Completed,USD
13130,41113,2024-07-26,199,UPI,Failed,USD
13131,24089,2023-02-08,15,UPI,Completed,EUR
13132,29922,2024-01-26,199,UPI,Completed,USD
13133,44016,2025-03-13,99,Credit Card,Pending,USD
13134,8626,2022-02-14,15,Bank Transfer,Pending,EUR
13135,23376,2022-06-14,99,UPI,Pending,INR
13136,45841,2022-11-05,99,Credit Card,Pending,INR
13137,6251,2023-04-17,15,Bank Transfer,Completed,EUR
13138,4787,2023-05-07,199,PayPal,Failed,INR
13139,9389,2023-10-02,199,PayPal,Failed,EUR
13140,7141,2023-02-21,15,Bank Transfer,Failed,USD
13141,22175,2023-11-27,15,Credit Card,Failed,EUR
13142,24820,2024-02-17,15,Credit Card,Pending,USD
13143,21856,2022-10-02,15,Credit Card,Failed,USD
13144,32360,2025-01-12,99,PayPal,Pending,USD
13145,38944,2022-07-18,35,Bank Transfer,Completed,EUR
13146,37063,2023-06-12,199,Bank Transfer,Pending,USD
13147,45040,2022-02-27,199,Credit Card,Completed,USD
13148,21987,2023-02-02,35,Credit Card,Pending,EUR
13149,24601,2025-03-06,15,UPI,Failed,USD
13150,2680,2024-11-02,199,UPI,Pending,EUR
13151,30889,2022-02-14,99,Bank Transfer,Failed,INR
13152,47277,2023-04-18,199,UPI,Failed,USD
13153,14627,2024-06-13,199,Bank Transfer,Failed,USD
13154,44022,2024-03-22,199,Credit Card,Failed,EUR
13155,41498,2024-02-18,35,UPI,Pending,INR
13156,35604,2023-02-26,15,PayPal,Pending,INR
13157,18485,2023-01-06,35,Bank Transfer,Pending,EUR
13158,4919,2025-02-23,35,UPI,Completed,INR
13159,22975,2023-08-31,199,PayPal,Pending,EUR
13160,23824,2023-08-27,35,PayPal,Pending,EUR
13161,24668,2022-03-04,199,Bank Transfer,Completed,USD
13162,25898,2023-03-10,199,Bank Transfer,Pending,USD
13163,3285,2024-04-02,199,PayPal,Failed,USD
13164,43783,2023-06-02,35,Bank Transfer,Completed,INR
13165,8606,2022-09-23,15,Bank Transfer,Pending,EUR
13166,891,2022-05-31,15,PayPal,Failed,USD
13167,23419,2022-08-18,15,PayPal,Failed,EUR
13168,49241,2024-10-01,99,Bank Transfer,Failed,USD
13169,36740,2023-02-12,15,UPI,Failed,INR
13170,37464,2022-06-17,199,Credit Card,Failed,EUR
13171,48296,2022-07-04,99,Bank Transfer,Completed,EUR
13172,49902,2022-11-07,199,UPI,Completed,USD
13173,30669,2022-12-13,99,PayPal,Pending,INR
13174,12249,2024-08-31,99,PayPal,Pending,INR
13175,20630,2022-02-20,35,Bank Transfer,Pending,USD
13176,29103,2024-09-11,199,PayPal,Completed,EUR
13177,46599,2024-11-14,199,Bank Transfer,Completed,INR
13178,44732,2024-10-28,199,Bank Transfer,Completed,INR
13179,8903,2024-03-18,35,PayPal,Completed,EUR
13180,15849,2023-04-15,15,Bank Transfer,Pending,INR
13181,45045,2024-11-19,35,Credit Card,Pending,EUR
13182,11714,2022-12-21,15,PayPal,Failed,USD
13183,15227,2024-11-12,99,Credit Card,Completed,INR
13184,19409,2022-05-30,199,Bank Transfer,Pending,EUR
13185,23891,2023-10-17,99,UPI,Failed,USD
13186,42262,2022-05-31,199,Credit Card,Completed,EUR
13187,20073,2023-01-15,15,Credit Card,Pending,EUR
13188,12629,2024-09-27,99,Credit Card,Failed,EUR
13189,46615,2023-10-09,199,UPI,Pending,EUR
13190,46707,2022-05-22,35,UPI,Completed,USD
13191,44458,2023-02-16,35,Credit Card,Failed,INR
13192,10689,2022-10-29,99,Bank Transfer,Pending,INR
13193,18008,2024-09-09,15,Bank Transfer,Completed,USD
13194,8236,2024-09-24,35,PayPal,Pending,USD
13195,12365,2022-10-12,199,Credit Card,Completed,EUR
13196,40130,2024-05-08,99,PayPal,Completed,INR
13197,28782,2023-05-18,15,Credit Card,Pending,USD
13198,16445,2023-10-15,99,Bank Transfer,Failed,INR
13199,21253,2022-03-03,99,PayPal,Failed,USD
13200,11968,2025-02-10,99,Credit Card,Pending,USD
13201,18305,2023-10-10,99,Bank Transfer,Completed,USD
13202,18751,2023-05-06,15,Credit Card,Pending,USD
13203,24399,2024-05-18,35,Credit Card,Failed,USD
13204,41348,2022-12-14,99,Bank Transfer,Pending,USD
13205,19840,2023-04-30,35,Bank Transfer,Failed,EUR
13206,2109,2024-11-29,15,Credit Card,Pending,USD
13207,12640,2022-09-13,199,Bank Transfer,Completed,INR
13208,16797,2024-04-03,99,PayPal,Completed,EUR
13209,14837,2024-06-21,15,UPI,Completed,INR
13210,8121,2024-12-04,35,Bank Transfer,Pending,USD
13211,37686,2024-07-12,35,PayPal,Failed,EUR
13212,15793,2023-08-10,99,Credit Card,Completed,USD
13213,13825,2025-01-05,99,UPI,Completed,USD
13214,23339,2022-09-01,99,UPI,Pending,USD
13215,8638,2022-05-05,199,Credit Card,Completed,USD
13216,21057,2022-05-01,35,PayPal,Completed,EUR
13217,42136,2024-11-13,35,PayPal,Pending,INR
13218,35854,2024-05-14,99,PayPal,Completed,INR
13219,2766,2022-01-31,15,UPI,Failed,USD
13220,33331,2022-08-22,35,Bank Transfer,Pending,INR
13221,29572,2022-08-23,99,PayPal,Completed,EUR
13222,37905,2023-09-22,99,Credit Card,Failed,USD
13223,38117,2022-01-04,199,PayPal,Pending,INR
13224,37807,2024-10-16,99,Bank Transfer,Failed,INR
13225,9632,2022-02-28,99,Bank Transfer,Pending,INR
13226,21335,2023-11-13,35,Credit Card,Failed,USD
13227,27751,2025-01-30,199,Bank Transfer,Failed,EUR
13228,27601,2023-01-13,199,Credit Card,Pending,USD
13229,39165,2024-09-07,199,PayPal,Failed,EUR
13230,16840,2023-10-20,15,PayPal,Completed,USD
13231,26444,2024-03-18,15,PayPal,Failed,USD
13232,44342,2025-04-06,15,PayPal,Failed,EUR
13233,45608,2022-11-08,99,Bank Transfer,Completed,USD
13234,38826,2022-10-06,35,PayPal,Completed,INR
13235,14396,2025-01-13,15,UPI,Failed,INR
13236,16031,2024-10-15,35,UPI,Pending,USD
13237,18123,2022-03-03,35,UPI,Completed,USD
13238,14599,2022-05-28,35,PayPal,Completed,EUR
13239,6903,2024-06-12,99,PayPal,Pending,EUR
13240,41143,2023-01-27,35,Bank Transfer,Failed,INR
13241,11588,2023-11-03,99,PayPal,Pending,USD
13242,23956,2023-04-19,15,Bank Transfer,Failed,EUR
13243,15788,2024-07-16,35,Credit Card,Completed,USD
13244,15343,2022-12-21,15,Bank Transfer,Pending,INR
13245,49092,2023-04-08,15,UPI,Pending,EUR
13246,12577,2023-05-06,35,PayPal,Failed,EUR
13247,39264,2023-06-22,35,Credit Card,Pending,USD
13248,37485,2023-12-02,35,Bank Transfer,Pending,USD
13249,11371,2022-05-06,199,Bank Transfer,Pending,EUR
13250,7272,2022-08-08,99,UPI,Completed,EUR
13251,25101,2022-05-21,35,PayPal,Completed,INR
13252,23775,2024-10-24,15,Credit Card,Completed,INR
13253,42221,2024-01-13,199,Bank Transfer,Completed,INR
13254,27569,2022-07-13,199,UPI,Pending,EUR
13255,46389,2023-01-03,15,UPI,Pending,USD
13256,1708,2023-01-11,15,Credit Card,Failed,EUR
13257,45653,2022-03-27,35,UPI,Failed,USD
13258,13103,2025-04-15,15,Bank Transfer,Pending,USD
13259,46010,2023-09-03,15,Bank Transfer,Completed,INR
13260,4820,2023-04-02,35,Credit Card,Completed,USD
13261,17919,2024-03-06,99,Bank Transfer,Completed,INR
13262,5374,2022-07-20,199,UPI,Completed,USD
13263,17135,2022-10-20,35,Bank Transfer,Completed,INR
13264,10860,2022-03-04,15,UPI,Completed,INR
13265,905,2024-07-05,15,UPI,Pending,INR
13266,18330,2022-11-21,15,Credit Card,Failed,USD
13267,41403,2023-11-12,99,PayPal,Pending,INR
13268,18242,2025-02-05,99,Credit Card,Completed,EUR
13269,20144,2022-10-19,99,Credit Card,Pending,EUR
13270,14456,2023-02-17,99,UPI,Failed,EUR
13271,14343,2022-09-02,15,Credit Card,Failed,EUR
13272,20339,2023-09-29,199,UPI,Completed,INR
13273,14885,2024-05-23,15,UPI,Failed,USD
13274,111,2022-09-02,15,Credit Card,Pending,USD
13275,36249,2025-02-17,99,UPI,Failed,USD
13276,47931,2024-11-22,15,Credit Card,Pending,USD
13277,20950,2022-06-22,99,UPI,Failed,USD
13278,31290,2023-05-18,35,UPI,Completed,INR
13279,38705,2024-10-23,199,Credit Card,Pending,USD
13280,41792,2024-11-26,99,PayPal,Completed,INR
13281,42670,2023-06-29,199,UPI,Completed,USD
13282,15817,2022-01-31,35,Bank Transfer,Completed,INR
13283,33949,2025-01-23,199,PayPal,Completed,INR
13284,4372,2023-09-21,99,Credit Card,Completed,INR
13285,2565,2024-07-14,15,Credit Card,Failed,INR
13286,39136,2022-08-19,199,Credit Card,Pending,EUR
13287,7737,2025-03-28,199,Bank Transfer,Pending,INR
13288,30015,2022-03-19,199,UPI,Completed,USD
13289,24391,2025-01-22,15,UPI,Pending,EUR
13290,29775,2024-11-14,35,UPI,Pending,EUR
13291,25289,2024-11-16,35,PayPal,Completed,USD
13292,30,2023-09-08,99,UPI,Completed,USD
13293,32030,2024-10-28,15,Credit Card,Completed,USD
13294,16362,2022-05-29,199,Bank Transfer,Pending,EUR
13295,27975,2024-01-31,15,Credit Card,Pending,EUR
13296,41966,2023-07-28,199,Credit Card,Pending,INR
13297,41957,2022-08-14,199,Bank Transfer,Pending,EUR
13298,4156,2022-05-22,199,PayPal,Pending,USD
13299,1379,2025-03-04,15,PayPal,Pending,INR
13300,23109,2022-12-09,15,UPI,Pending,INR
13301,40127,2022-07-03,199,PayPal,Failed,INR
13302,6208,2022-07-20,35,PayPal,Pending,EUR
13303,40868,2024-10-04,35,UPI,Completed,INR
13304,11544,2024-11-20,99,UPI,Failed,USD
13305,17471,2024-01-19,199,Credit Card,Failed,USD
13306,20544,2023-01-31,199,Bank Transfer,Failed,USD
13307,43258,2024-01-30,199,PayPal,Failed,USD
13308,23836,2023-02-22,35,PayPal,Pending,EUR
13309,12572,2022-02-18,199,Bank Transfer,Pending,USD
13310,18828,2025-03-28,15,Credit Card,Pending,USD
13311,30165,2022-09-05,35,PayPal,Pending,USD
